codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint
7231;58;CASAGLIA;VIA CASAGLIA FR 26;BOLOGNA;500;Porto - Saragozza;44.486664, 11.315107
7232;D;CASAGLIA;VIA CASAGLIA 24;BOLOGNA;500;Porto - Saragozza;44.486814, 11.315276
7233;D;SCUOLE CARRACCI;VIA RAVONE FR P.L. 3;BOLOGNA;500;Porto - Saragozza;44.484714, 11.314929
7234;D;SCUOLE CARRACCI;VIA RAVONE P.L. 3;BOLOGNA;500;Porto - Saragozza;44.48473, 11.315043
7301;38;AUDINOT;VIA AUDINOT 28;BOLOGNA;500;Porto - Saragozza;44.4917, 11.327367
7302;39;GUIDOTTI;VIA GUIDOTTI 37;BOLOGNA;500;Porto - Saragozza;44.492577, 11.325415
7502;826;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7502;83;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7502;676;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7502;79;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7502;851;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7502;856;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7502;672;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478178, 11.27647
7503;92;CASALECCHIO CROCE ROSSA;VIA PORRETTANA 436;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.475361, 11.271885
7503;856;CASALECCHIO CROCE ROSSA;VIA PORRETTANA 436;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.475361, 11.271885
7504;92;CASALECCHIO CROCE ROSSA;VIA PORRETTANA FR 420;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.476704, 11.270918
7504;856;CASALECCHIO CROCE ROSSA;VIA PORRETTANA FR 420;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.476704, 11.270918
7505;856;CASALECCHIO PARCO RODARI;VIA PORRETTANA 388/3;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478036, 11.270027
7505;92;CASALECCHIO PARCO RODARI;VIA PORRETTANA 388/3;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478036, 11.270027
7505;706;CASALECCHIO PARCO RODARI;VIA PORRETTANA 388/3;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478036, 11.270027
7506;856;CASALECCHIO PARCO RODARI;VIA PORRETTANA FR 382;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478566, 11.270513
7506;92;CASALECCHIO PARCO RODARI;VIA PORRETTANA FR 382;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478566, 11.270513
7506;826;CASALECCHIO PARCO RODARI;VIA PORRETTANA FR 382;CASALECCHIO DI RENO;507;FUORI BOLOGNA;44.478566, 11.270513
8001;29;DELLE ROSE;VIA CASTIGLIONE 105;BOLOGNA;500;Santo Stefano;44.482599, 11.348848
8002;59;PORTA CASTIGLIONE;VIA CASTIGLIONE 128/2;BOLOGNA;500;Santo Stefano;44.484537, 11.34831
8002;A;PORTA CASTIGLIONE;VIA CASTIGLIONE 128/2;BOLOGNA;500;Santo Stefano;44.484537, 11.34831
8003;29;CASTIGLIONE;VIA CASTIGLIONE 115;BOLOGNA;500;Santo Stefano;44.480493, 11.349242
8003;59;CASTIGLIONE;VIA CASTIGLIONE 115;BOLOGNA;500;Santo Stefano;44.480493, 11.349242
8005;59;SCALINI;VIA DI BARBIANO(FR SCALINI);BOLOGNA;500;Santo Stefano;44.478315, 11.347922
8010;A;BARBIANO;STRADA INTERNA IST. RIZZOLI PRESSO CANC.;BOLOGNA;500;Santo Stefano;44.476186, 11.343322
8011;29;PUTTI;VIA PUTTI 7;BOLOGNA;500;Santo Stefano;44.48061, 11.347096
8014;29;CASTIGLIONE;VIA CASTIGLIONE CIV. 144/3;BOLOGNA;500;Santo Stefano;44.480572, 11.349358
8014;A;CASTIGLIONE;VIA CASTIGLIONE CIV. 144/3;BOLOGNA;500;Santo Stefano;44.480572, 11.349358
8015;59;BARBIANO 1;VIA BARBIANO FR P.L. 20;BOLOGNA;500;Santo Stefano;44.47519, 11.342704
8020;30;PIAZZALE BACCHELLI;VIA PUTTI 32;BOLOGNA;500;Santo Stefano;44.480539, 11.344415
8020;29;PIAZZALE BACCHELLI;VIA PUTTI 32;BOLOGNA;500;Santo Stefano;44.480539, 11.344415
8021;29;CODIVILLA;VIA CODIVILLA 4;BOLOGNA;500;Santo Stefano;44.484466, 11.339907
8023;59;BIVIO SAN VITTORE;VIA BARBIANO FR 34;BOLOGNA;500;Santo Stefano;44.46419, 11.342654
8034;59;VILLA SAMPIERA;VIA DEGLI SCALINI FR 15/17;BOLOGNA;500;Santo Stefano;44.4746, 11.348188
8101;29;ANNUNZIATA;VIA SAN MAMOLO 31/E;BOLOGNA;500;Santo Stefano;44.484802, 11.339329
8102;52;ANNUNZIATA;VIA SAN MAMOLO 14/D;BOLOGNA;500;Santo Stefano;44.484934, 11.339485
8106;29;VILLA GHIGI;VIA SAN MAMOLO 116/A;BOLOGNA;500;Santo Stefano;44.480149, 11.336653
8106;52;VILLA GHIGI;VIA SAN MAMOLO 116/A;BOLOGNA;500;Santo Stefano;44.480149, 11.336653
8109;52;SAN MAMOLO;VIA SAN MAMOLO 127/D;BOLOGNA;500;Santo Stefano;44.477674, 11.335724
8110;52;SAN MAMOLO;VIA SAN MAMOLO 142;BOLOGNA;500;Santo Stefano;44.477461, 11.335993
8111;29;BIVIO COLLI;VIA SAN MAMOLO 161;BOLOGNA;500;Santo Stefano;44.475633, 11.336058
8114;29;FONTANINA;VIA RONCRIO 10/4;BOLOGNA;500;Santo Stefano;44.472669, 11.338328
8118;29;POLVERIERA;VIA RONCRIO 24;BOLOGNA;500;Santo Stefano;44.470416, 11.338025
8120;29;RONCRIO;VIA RONCRIO FR 25;BOLOGNA;500;Santo Stefano;44.468086, 11.337052
8144;52;VILLA BARUZZIANA;VIA OSSERVANZA FR 19;BOLOGNA;500;Santo Stefano;44.483459, 11.33588
8145;52;VILLA ALDINI;VIA OSSERVANZA 86;BOLOGNA;500;Santo Stefano;44.481144, 11.328909
8154;52;GAIBOLA CHIESA;VIA GAIBOLA FR 23;BOLOGNA;500;Santo Stefano;44.462895, 11.319648
8156;52;BIVIO GAIBOLA;VIA COLLI 22-24;BOLOGNA;500;Santo Stefano;44.461838, 11.325614
8159;52;FORTE;VIA COLLI 39-45;BOLOGNA;500;Santo Stefano;44.453942, 11.317219
8160;52;FORTE;VIA COLLI FR 39-45;BOLOGNA;500;Santo Stefano;44.453852, 11.317216
8162;52;PADERNO;VIA COLLI 30 MT PRIMA DEL CIV.1;PADERNO;500;Santo Stefano;44.447537, 11.314766
8169;52;CA` BRUCIATA;VIA SABBIUNO 7;BOLOGNA;500;Santo Stefano;44.439554, 11.308847
8177;52;CIPPO SABBIUNO;VIA DI SABBIUNO (CIPPO DI SABBIUNO);BOLOGNA;500;Santo Stefano;44.421592, 11.314709
9001;906;PORTA SANTO STEFANO;VIA MURRI 5-7;BOLOGNA;500;Santo Stefano;44.483566, 11.357828
9001;51;PORTA SANTO STEFANO;VIA MURRI 5-7;BOLOGNA;500;Santo Stefano;44.483566, 11.357828
9001;39;PORTA SANTO STEFANO;VIA MURRI 5-7;BOLOGNA;500;Santo Stefano;44.483566, 11.357828
9002;51;PORTA SANTO STEFANO;VIA MURRI 4/D;BOLOGNA;500;Santo Stefano;44.48384, 11.357638
9002;906;PORTA SANTO STEFANO;VIA MURRI 4/D;BOLOGNA;500;Santo Stefano;44.48384, 11.357638
9002;62;PORTA SANTO STEFANO;VIA MURRI 4/D;BOLOGNA;500;Santo Stefano;44.48384, 11.357638
9002;900;PORTA SANTO STEFANO;VIA MURRI 4/D;BOLOGNA;500;Santo Stefano;44.48384, 11.357638
9002;90;PORTA SANTO STEFANO;VIA MURRI 4/D;BOLOGNA;500;Santo Stefano;44.48384, 11.357638
9003;51;MURRI;VIA MURRI 27/D;BOLOGNA;500;Santo Stefano;44.482361, 11.35954
9009;39;RAGNO;VIA MURRI FR 106;BOLOGNA;500;Santo Stefano;44.478178, 11.365457
9010;90;RAGNO;VIA MURRI 80;BOLOGNA;500;Santo Stefano;44.479788, 11.36424
9010;13;RAGNO;VIA MURRI 80;BOLOGNA;500;Santo Stefano;44.479788, 11.36424
9010;51;RAGNO;VIA MURRI 80;BOLOGNA;500;Santo Stefano;44.479788, 11.36424
9010;900;RAGNO;VIA MURRI 80;BOLOGNA;500;Santo Stefano;44.479788, 11.36424
9013;900;CHIESA NUOVA;VIA MURRI 193;BOLOGNA;500;Santo Stefano;44.473574, 11.368678
9014;906;CHIESA NUOVA;VIA MURRI 158;BOLOGNA;500;Santo Stefano;44.473903, 11.368453
9014;62;CHIESA NUOVA;VIA MURRI 158;BOLOGNA;500;Santo Stefano;44.473903, 11.368453
9014;900;CHIESA NUOVA;VIA MURRI 158;BOLOGNA;500;Santo Stefano;44.473903, 11.368453
9017;13;PARISIO;VIA TOSCANA 3;BOLOGNA;500;Savena;44.472168, 11.36964
9019;900;VILLA MAZZACORATI;VIA TOSCANA FR 28;BOLOGNA;500;Savena;44.46925, 11.37098
9020;55;VILLA MAZZACORATI;VIA TOSCANA 28;BOLOGNA;500;Savena;44.469103, 11.3711
9020;905;VILLA MAZZACORATI;VIA TOSCANA 28;BOLOGNA;500;Savena;44.469103, 11.3711
9021;65;CROCE DI CAMALDOLI;VIA TOSCANA 45;BOLOGNA;500;Savena;44.466529, 11.370656
9025;65;DIRETTISSIMA;VIA TOSCANA 77;BOLOGNA;500;Savena;44.463979, 11.370741
9025;903;DIRETTISSIMA;VIA TOSCANA 77;BOLOGNA;500;Savena;44.463979, 11.370741
9025;55;DIRETTISSIMA;VIA TOSCANA 77;BOLOGNA;500;Savena;44.463979, 11.370741
9025;906;DIRETTISSIMA;VIA TOSCANA 77;BOLOGNA;500;Savena;44.463979, 11.370741
9026;65;DIRETTISSIMA;VIA TOSCANA FR 81;BOLOGNA;500;Savena;44.463389, 11.370982
9027;13;ANGELO CUSTODE;VIA TOSCANA 109;BOLOGNA;500;Savena;44.460622, 11.370266
9028;13;ANGELO CUSTODE;VIA TOSCANA 120;BOLOGNA;500;Savena;44.460009, 11.370304
9029;96;SAN RUFFILLO;VIA TOSCANA 119/C;BOLOGNA;500;Savena;44.457112, 11.369357
9029;65;SAN RUFFILLO;VIA TOSCANA 119/C;BOLOGNA;500;Savena;44.457112, 11.369357
9029;13;SAN RUFFILLO;VIA TOSCANA 119/C;BOLOGNA;500;Savena;44.457112, 11.369357
9030;903;SAN RUFFILLO;VIA TOSCANA 140;BOLOGNA;500;Savena;44.457303, 11.369717
9030;904;SAN RUFFILLO;VIA TOSCANA 140;BOLOGNA;500;Savena;44.457303, 11.369717
9035;903;PONTE SAVENA;VIA TOSCANA 127/C;BOLOGNA;500;Savena;44.454939, 11.367786
9035;906;PONTE SAVENA;VIA TOSCANA 127/C;BOLOGNA;500;Savena;44.454939, 11.367786
9035;905;PONTE SAVENA;VIA TOSCANA 127/C;BOLOGNA;500;Savena;44.454939, 11.367786
9035;13;PONTE SAVENA;VIA TOSCANA 127/C;BOLOGNA;500;Savena;44.454939, 11.367786
9036;900;PONTE SAVENA;VIA TOSCANA 172;BOLOGNA;500;Savena;44.454903, 11.36781
9036;96;PONTE SAVENA;VIA TOSCANA 172;BOLOGNA;500;Savena;44.454903, 11.36781
9036;903;PONTE SAVENA;VIA TOSCANA 172;BOLOGNA;500;Savena;44.454903, 11.36781
9037;13;TOSCANA PIETRO DA ANZOLA;VIA TOSCANA 177;BOLOGNA;500;Savena;44.452558, 11.364523
9100;13;PAVESE;VIA PAVESE FR 10;BOLOGNA;500;Savena;44.450841, 11.360482
9101;16;GANDINO;VIA GANDINO 13;BOLOGNA;500;Santo Stefano;44.480924, 11.358036
9113;16;MOLINELLI;VIA MOLINELLI FR 13;BOLOGNA;500;Santo Stefano;44.473113, 11.36485
9201;90;RAGNO;VIA ORTI 7;BOLOGNA;500;Santo Stefano;44.478503, 11.36713
9204;904;DAGNINI;VIA DAGNINI 12;BOLOGNA;500;Santo Stefano;44.477662, 11.368215
9205;90;ORTI;VIA ORTI FR 42;BOLOGNA;500;Santo Stefano;44.477068, 11.370819
9206;51;ORTI;VIA ORTI FR 23;BOLOGNA;500;Santo Stefano;44.477536, 11.369933
9206;36;ORTI;VIA ORTI FR 23;BOLOGNA;500;Santo Stefano;44.477536, 11.369933
9209;36;LUNETTA GAMBERINI;VIA ORTI 45-47;BOLOGNA;500;Santo Stefano;44.476512, 11.373739
9210;36;LUNETTA GAMBERINI;VIA ORTI FR 43;BOLOGNA;500;Santo Stefano;44.476654, 11.372512
9212;11;PO;VIA ORTI 64;BOLOGNA;500;Savena;44.475876, 11.377447
9214;90;PO;VIA ORTOLANI FR 3;BOLOGNA;500;Savena;44.475256, 11.379132
9215;36;ROMA;VIALE ROMA FR 12;BOLOGNA;500;Savena;44.470663, 11.390399
9220;90;ROMA;VIALE ROMA 12;BOLOGNA;500;Savena;44.470755, 11.39078
9226;90;OSPEDALE BELLARIA;VIA ALTURA 3;BOLOGNA;500;Savena;44.464297, 11.390893
9229;65;PONTEBUCO BIVIO;VIA ALTURA INTERSEZ. CON VIA MARTIRI DI;BOLOGNA;501;FUORI BOLOGNA;44.463042, 11.402206
9229;124;PONTEBUCO BIVIO;VIA ALTURA INTERSEZ. CON VIA MARTIRI DI;BOLOGNA;501;FUORI BOLOGNA;44.463042, 11.402206
9230;126;PONTEBUCO BIVIO;VIA ALTURA INTERSEZ. VIA MARTIRI DI PIZZ;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.463135, 11.403781
9233;90;BELLARIA VECCHIA;VIA JUSSI 95;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.462505, 11.404648
9233;124;BELLARIA VECCHIA;VIA JUSSI 95;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.462505, 11.404648
9234;90;SAN LAZZARO GIOVANNI XXII;VIA GIOVANNI XXIII 20M PRIMA CIV35;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.464444, 11.41129
9241;19;CICOGNA DONINI;VIA DONINI 32;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.461424, 11.422152
9242;65;CICOGNA DONINI;VIA DONINI 39;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.461672, 11.421898
9242;19;CICOGNA DONINI;VIA DONINI 39;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.461672, 11.421898
9244;90;CICOGNA VIGANO`;VIA VIGANO` FR 25;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.459156, 11.42295
9244;19;CICOGNA VIGANO`;VIA VIGANO` FR 25;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.459156, 11.42295
9249;90;ROTONDA PULCE;VIA GALLETTA;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.450802, 11.410175
9261;36;PO;VIA DEGLI ORTI FR 62/A;BOLOGNA;500;Savena;44.476006, 11.376824
9261;11;PO;VIA DEGLI ORTI FR 62/A;BOLOGNA;500;Savena;44.476006, 11.376824
9266;11;MARCELLO;VIA MARCELLO 1;BOLOGNA;500;Savena;44.466984, 11.376495
9269;16;MARCELLO;VIA MARCELLO 2/3;BOLOGNA;500;Savena;44.466117, 11.376171
9270;11;CORTICELLI;VIA CORELLI 22;BOLOGNA;500;Savena;44.463221, 11.375613
9271;65;CORTICELLI;VIA CORELLI FR P.L. 22;BOLOGNA;500;Savena;44.462732, 11.375292
9271;11;CORTICELLI;VIA CORELLI FR P.L. 22;BOLOGNA;500;Savena;44.462732, 11.375292
9273;65;CORELLI;VIA CORELLI 9-11;BOLOGNA;500;Savena;44.458541, 11.373375
9274;11;ROTONDA CORELLI;VIA CORELLI LATO EST RACCHETTA INVERSION;BOLOGNA;500;Savena;44.455662, 11.371988
9301;51;STERLINO;VIA SIEPELUNGA FR 4;BOLOGNA;500;Santo Stefano;44.480595, 11.361782
9302;51;STERLINO;VIA SIEPELUNGA 4;BOLOGNA;500;Santo Stefano;44.480557, 11.361869
9305;51;VILLA GETSEMANI;VIA SIEPELUNGA 67;BOLOGNA;500;Savena;44.47225, 11.360427
9309;51;VILLA MAGLI;VIA SIEPELUNGA 73;BOLOGNA;500;Savena;44.469408, 11.361205
9311;51;VILLA BELCOLLE;VIA SIEPELUNGA 77/2;BOLOGNA;500;Savena;44.465015, 11.359859
9312;51;VILLA MAGLI;VIA SIEPELUNGA FR 73-75;BOLOGNA;500;Savena;44.46948, 11.361183
9320;51;MONTE DONATO;VIA SIEPELUNGA FR 118/A;BOLOGNA;500;Savena;44.461885, 11.356678
9325;51;PICCHIO;VIA DELL`ANGELO CUSTODE ANGOLO VIA DEL P;BOLOGNA;500;Savena;44.459716, 11.36666
9350;16;ALBORNOZ;VIA ALBORNOZ 8/C;BOLOGNA;500;Savena;44.465856, 11.37748
9350;55;ALBORNOZ;VIA ALBORNOZ 8/C;BOLOGNA;500;Savena;44.465856, 11.37748
9350;62;ALBORNOZ;VIA ALBORNOZ 8/C;BOLOGNA;500;Savena;44.465856, 11.37748
9350;65;ALBORNOZ;VIA ALBORNOZ 8/C;BOLOGNA;500;Savena;44.465856, 11.37748
9352;16;PONCHIELLI;VIA GHIRARDINI 36;BOLOGNA;500;Savena;44.467115, 11.373207
9360;903;PONCHIELLI;VIA PONCHIELLI 10;BOLOGNA;500;Savena;44.466453, 11.372589
9360;65;PONCHIELLI;VIA PONCHIELLI 10;BOLOGNA;500;Savena;44.466453, 11.372589
9401;55;VILLA MAZZACORATI;VIA FOSCHERARA 1/2;BOLOGNA;500;Savena;44.469171, 11.371731
9450;11;CAVAZZONI;VIA CAVAZZONI FR 6/A;BOLOGNA;500;Savena;44.470883, 11.37815
9451;11;CAVAZZONI;VIA CAVAZZONI 6/A;BOLOGNA;500;Savena;44.470762, 11.377906
9452;903;CHERUBINI;VIA CAVAZZONI FR 2/G;BOLOGNA;500;Savena;44.470482, 11.381402
9454;905;GUBELLINI;VIA BATTAGLIA 6;BOLOGNA;500;Savena;44.468792, 11.381308
9458;11;BATTAGLIA;VIA BATTAGLIA 12/3;BOLOGNA;500;Savena;44.466634, 11.37946
9459;11;BATTAGLIA;VIA BATTAGLIA 21/C;BOLOGNA;500;Savena;44.466612, 11.379208
9459;55;BATTAGLIA;VIA BATTAGLIA 21/C;BOLOGNA;500;Savena;44.466612, 11.379208
9464;55;ALBORNOZ;VIA DELLA BATTAGLIA 12/7;BOLOGNA;500;Savena;44.465771, 11.378508
9466;65;ALBERTO MARIO;VIA A.MARIO P.L. 21;BOLOGNA;500;Savena;44.460711, 11.379421
9467;65;ALBERTO MARIO;VIA A.MARIO FR 64;BOLOGNA;500;Savena;44.460582, 11.379127
9468;11;PONTICELLA;VIA SAN RUFFILLO 68-70;PONTICELLA;500;FUORI BOLOGNA;44.459504, 11.378605
9468;65;PONTICELLA;VIA SAN RUFFILLO 68-70;PONTICELLA;500;FUORI BOLOGNA;44.459504, 11.378605
9469;11;PONTICELLA;VIA SAN RUFFILLO 5 MT DOPO PASSO CARRAIO;PONTICELLA;500;FUORI BOLOGNA;44.459342, 11.378573
9469;123;PONTICELLA;VIA SAN RUFFILLO 5 MT DOPO PASSO CARRAIO;PONTICELLA;500;FUORI BOLOGNA;44.459342, 11.378573
9469;65;PONTICELLA;VIA SAN RUFFILLO 5 MT DOPO PASSO CARRAIO;PONTICELLA;500;FUORI BOLOGNA;44.459342, 11.378573
9470;11;PONTICELLA EDERA;VIA EDERA FR 14;PONTICELLA;500;FUORI BOLOGNA;44.458144, 11.377745
9500;904;TOSCANA PAVESE 2;VIA NAZIONALE TOSCANA 22;SAN LAZZARO DI SAVENA;500;FUORI BOLOGNA;44.448665, 11.359904
9500;13;TOSCANA PAVESE 2;VIA NAZIONALE TOSCANA 22;SAN LAZZARO DI SAVENA;500;FUORI BOLOGNA;44.448665, 11.359904
9501;905;TOSCANA PAVESE 1;VIA TOSCANA P.L. 188;BOLOGNA;500;Savena;44.450325, 11.361504
9501;65;TOSCANA PAVESE 1;VIA TOSCANA P.L. 188;BOLOGNA;500;Savena;44.450325, 11.361504
9502;905;TOSCANA PAVESE 1;VIA NAZIONALE TOSCANA 7;SAN LAZZARO DI SAVENA;500;FUORI BOLOGNA;44.44988, 11.36126
9502;96;TOSCANA PAVESE 1;VIA NAZIONALE TOSCANA 7;SAN LAZZARO DI SAVENA;500;FUORI BOLOGNA;44.44988, 11.36126
9502;904;TOSCANA PAVESE 1;VIA NAZIONALE TOSCANA 7;SAN LAZZARO DI SAVENA;500;FUORI BOLOGNA;44.44988, 11.36126
9503;905;RASTIGNANO PALEOTTO;VIA COSTA 22;RASTIGNANO;509;FUORI BOLOGNA;44.445801, 11.35823
9504;65;RASTIGNANO PALEOTTO;VIA COSTA 1/B;RASTIGNANO;509;FUORI BOLOGNA;44.445672, 11.358401
9504;13;RASTIGNANO PALEOTTO;VIA COSTA 1/B;RASTIGNANO;509;FUORI BOLOGNA;44.445672, 11.358401
9504;903;RASTIGNANO PALEOTTO;VIA COSTA 1/B;RASTIGNANO;509;FUORI BOLOGNA;44.445672, 11.358401
9505;13;RASTIGNANO STAZIONE;VIA COSTA 68;RASTIGNANO;509;FUORI BOLOGNA;44.443616, 11.355931
9505;904;RASTIGNANO STAZIONE;VIA COSTA 68;RASTIGNANO;509;FUORI BOLOGNA;44.443616, 11.355931
9506;65;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9506;903;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9506;13;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9506;905;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9506;906;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9506;96;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9506;900;RASTIGNANO STAZIONE;VIA COSTA FR.64;RASTIGNANO;509;FUORI BOLOGNA;44.443733, 11.356375
9507;906;RASTIGNANO;VIA A.COSTA 10 metri PRIMA DELL`INTERSEZ;RASTIGNANO;509;FUORI BOLOGNA;44.441144, 11.353997
9508;13;RASTIGNANO;VIA COSTA 61;RASTIGNANO;509;FUORI BOLOGNA;44.440374, 11.354242
9509;900;RIOLO;VIA COSTA 140;RASTIGNANO;509;FUORI BOLOGNA;44.43489, 11.354713
9509;904;RIOLO;VIA COSTA 140;RASTIGNANO;509;FUORI BOLOGNA;44.43489, 11.354713
9509;905;RIOLO;VIA COSTA 140;RASTIGNANO;509;FUORI BOLOGNA;44.43489, 11.354713
9509;13;RIOLO;VIA COSTA 140;RASTIGNANO;509;FUORI BOLOGNA;44.43489, 11.354713
9510;906;RIOLO;VIA COSTA (SP 65 FUTA) FR 134/A;RASTIGNANO;509;FUORI BOLOGNA;44.435623, 11.354981
9510;903;RIOLO;VIA COSTA (SP 65 FUTA) FR 134/A;RASTIGNANO;509;FUORI BOLOGNA;44.435623, 11.354981
9510;904;RIOLO;VIA COSTA (SP 65 FUTA) FR 134/A;RASTIGNANO;509;FUORI BOLOGNA;44.435623, 11.354981
9511;96;CARTERIA DI SESTO;VIA NAZIONALE 10;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.430235, 11.352139
9512;905;CARTERIA DI SESTO;VIA NAZIONALE 5;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.430642, 11.352494
9513;906;CARTERIA CHIESA;VIA NAZIONALE (SP 65) PL 0267;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.42829, 11.352626
9513;903;CARTERIA CHIESA;VIA NAZIONALE (SP 65) PL 0267;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.42829, 11.352626
9513;904;CARTERIA CHIESA;VIA NAZIONALE (SP 65) PL 0267;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.42829, 11.352626
9516;13;CARTERIA SCUOLE;VIA NAZIONALE FR 31;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.426313, 11.35114
9517;904;CARTERIA SCUOLE;VIA NAZIONALE FR 31;CARTERIA DI SESTO;509;FUORI BOLOGNA;44.426487, 11.351398
9518;903;CARTERIA SCUOLE;VIA NAZIONALE (SP 65) 31;SESTO;509;FUORI BOLOGNA;44.426291, 11.351327
10001;94;IDICE;VIA EMILIA 352;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.459855, 11.436656
10001;90;IDICE;VIA EMILIA 352;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.459855, 11.436656
10001;101;IDICE;VIA EMILIA 352;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.459855, 11.436656
10001;106;IDICE;VIA EMILIA 352;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.459855, 11.436656
10002;916;IDICE;VIA EMILIA FR 344;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.460037, 11.436538
10002;65;IDICE;VIA EMILIA FR 344;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.460037, 11.436538
10002;19;IDICE;VIA EMILIA FR 344;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.460037, 11.436538
10003;65;IDICE TRE PONTI;VIA EMILIA 434;IDICE;501;FUORI BOLOGNA;44.45657, 11.444186
10003;19;IDICE TRE PONTI;VIA EMILIA 434;IDICE;501;FUORI BOLOGNA;44.45657, 11.444186
10005;94;IDICE TRE PONTI;VIA EMILIA 452;IDICE;501;FUORI BOLOGNA;44.456506, 11.444661
10005;106;IDICE TRE PONTI;VIA EMILIA 452;IDICE;501;FUORI BOLOGNA;44.456506, 11.444661
10006;90;IDICE TRE PONTI;VIA EMILIA 379;IDICE;501;FUORI BOLOGNA;44.45681, 11.444297
10006;121;IDICE TRE PONTI;VIA EMILIA 379;IDICE;501;FUORI BOLOGNA;44.45681, 11.444297
10009;106;MARESCOTTA;VIA EMILIA 484;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.454133, 11.451613
10010;90;MARESCOTTA;VIA EMILIA FR 484;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.454593, 11.450702
10013;101;CAMPANA;VIA EMILIA 520;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.452035, 11.457081
10013;90;CAMPANA;VIA EMILIA 520;SAN LAZZARO DI SAVENA;501;FUORI BOLOGNA;44.452035, 11.457081
10014;90;CAMPANA;VIA EMILIA 405;OZZANO DELL`EMILIA;501;FUORI BOLOGNA;44.451953, 11.457932
10017;106;OLMATELLO;VIA EMILIA FR 27;OZZANO DELL`EMILIA;511;FUORI BOLOGNA;44.448392, 11.466919
10017;19;OLMATELLO;VIA EMILIA FR 27;OZZANO DELL`EMILIA;511;FUORI BOLOGNA;44.448392, 11.466919
