codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint
20510;243;CASTENASO STELLINA;VIA TOSARELLI 212;CASTENASO;521;FUORI BOLOGNA;44.504998, 11.457016
20510;273;CASTENASO STELLINA;VIA TOSARELLI 212;CASTENASO;521;FUORI BOLOGNA;44.504998, 11.457016
20511;257;FOSSAMARZA;VIA SAN VITALE;CASTENASO;521;FUORI BOLOGNA;44.500531, 11.496515
20511;205;FOSSAMARZA;VIA SAN VITALE;CASTENASO;521;FUORI BOLOGNA;44.500531, 11.496515
20512;257;FOSSAMARZA;VIA NASICA (SAN VITALE SP 253) 118;CASTENASO;521;FUORI BOLOGNA;44.500677, 11.496005
20513;243;CASTENASO CHIESA;VIA TOSARELLI 69;CASTENASO;521;FUORI BOLOGNA;44.507728, 11.463623
20513;206;CASTENASO CHIESA;VIA TOSARELLI 69;CASTENASO;521;FUORI BOLOGNA;44.507728, 11.463623
20513;211;CASTENASO CHIESA;VIA TOSARELLI 69;CASTENASO;521;FUORI BOLOGNA;44.507728, 11.463623
20514;206;CASTENASO CHIESA;VIA TOSARELLI FR CHIESA;CASTENASO;521;FUORI BOLOGNA;44.50757, 11.463415
20516;200;FONTANA LOUP;VIA SAN VITALE 70 METRI DOPO VIA CROCE D;BUDRIO;522;FUORI BOLOGNA;44.499545, 11.514762
20517;237;CASTENASO MUNICIPIO;VIA TOSARELLI 25/A;CASTENASO;521;FUORI BOLOGNA;44.509375, 11.467818
20517;99;CASTENASO MUNICIPIO;VIA TOSARELLI 25/A;CASTENASO;521;FUORI BOLOGNA;44.509375, 11.467818
20517;273;CASTENASO MUNICIPIO;VIA TOSARELLI 25/A;CASTENASO;521;FUORI BOLOGNA;44.509375, 11.467818
20517;206;CASTENASO MUNICIPIO;VIA TOSARELLI 25/A;CASTENASO;521;FUORI BOLOGNA;44.509375, 11.467818
20517;213;CASTENASO MUNICIPIO;VIA TOSARELLI 25/A;CASTENASO;521;FUORI BOLOGNA;44.509375, 11.467818
20518;213;CASTENASO MUNICIPIO;VIA TOSARELLI FR 7;CASTENASO;521;FUORI BOLOGNA;44.509282, 11.468368
20520;200;PALAZZO BLOCCHI;VIA SAN VITALE;BUDRIO;522;FUORI BOLOGNA;44.498792, 11.527698
20521;206;CASTENASO NASICA;VIA NASICA 69;CASTENASO;521;FUORI BOLOGNA;44.506428, 11.471267
20521;213;CASTENASO NASICA;VIA NASICA 69;CASTENASO;521;FUORI BOLOGNA;44.506428, 11.471267
20521;99;CASTENASO NASICA;VIA NASICA 69;CASTENASO;521;FUORI BOLOGNA;44.506428, 11.471267
20521;122;CASTENASO NASICA;VIA NASICA 69;CASTENASO;521;FUORI BOLOGNA;44.506428, 11.471267
20522;205;CASTENASO NASICA;VIA NASICA 48;CASTENASO;521;FUORI BOLOGNA;44.506427, 11.471732
20522;273;CASTENASO NASICA;VIA NASICA 48;CASTENASO;521;FUORI BOLOGNA;44.506427, 11.471732
20522;122;CASTENASO NASICA;VIA NASICA 48;CASTENASO;521;FUORI BOLOGNA;44.506427, 11.471732
20523;213;CASTENASO MAZZINI;VIA NASICA 103/3;CASTENASO;521;FUORI BOLOGNA;44.504809, 11.475362
20523;257;CASTENASO MAZZINI;VIA NASICA 103/3;CASTENASO;521;FUORI BOLOGNA;44.504809, 11.475362
20523;122;CASTENASO MAZZINI;VIA NASICA 103/3;CASTENASO;521;FUORI BOLOGNA;44.504809, 11.475362
20523;211;CASTENASO MAZZINI;VIA NASICA 103/3;CASTENASO;521;FUORI BOLOGNA;44.504809, 11.475362
20524;273;CASTENASO MAZZINI;VIA NASICA FR 103/3;CASTENASO;521;FUORI BOLOGNA;44.504871, 11.475403
20525;99;TREBBO DI BUDRIO;VIA SAN VITALE SP 253 KM 13;BUDRIO;521;FUORI BOLOGNA;44.499827, 11.508095
20526;205;TREBBO DI BUDRIO;VIA SAN VITALE SP 253 FR KM 13;BUDRIO;521;FUORI BOLOGNA;44.49996, 11.508176
20526;99;TREBBO DI BUDRIO;VIA SAN VITALE SP 253 FR KM 13;BUDRIO;521;FUORI BOLOGNA;44.49996, 11.508176
20528;200;TENUTA PRUNARO;VIA SAN VITALE KM 15_000;BUDRIO;522;FUORI BOLOGNA;44.498482, 11.533131
20528;206;TENUTA PRUNARO;VIA SAN VITALE KM 15_000;BUDRIO;522;FUORI BOLOGNA;44.498482, 11.533131
20529;99;CANALETTI;VIA SAN VITALE 62;BUDRIO;522;FUORI BOLOGNA;44.498917, 11.524068
20530;200;CANALETTI;VIA SAN VITALE 30;BUDRIO;522;FUORI BOLOGNA;44.499054, 11.523143
20530;206;CANALETTI;VIA SAN VITALE 30;BUDRIO;522;FUORI BOLOGNA;44.499054, 11.523143
20531;99;VILLA FONTANA;VIA ERCOLE DELLA VALLE FR 69;VILLA FONTANA;523;FUORI BOLOGNA;44.496006, 11.611032
20531;213;VILLA FONTANA;VIA ERCOLE DELLA VALLE FR 69;VILLA FONTANA;523;FUORI BOLOGNA;44.496006, 11.611032
20532;206;VILLA FONTANA;VIA ERCOLE DELLA VALLE 69;VILLA FONTANA;523;FUORI BOLOGNA;44.496142, 11.611013
20532;213;VILLA FONTANA;VIA ERCOLE DELLA VALLE 69;VILLA FONTANA;523;FUORI BOLOGNA;44.496142, 11.611013
20533;99;FOSSATONE;VIA SAN VITALE OVEST 5554;FOSSATONE;522;FUORI BOLOGNA;44.495538, 11.568196
20534;200;FOSSATONE;VIA SAN VITALE OVEST 5520;FOSSATONE;522;FUORI BOLOGNA;44.49566, 11.568365
20536;200;FASANINA;VIA SAN VITALE OVEST 2875;FASANINA;523;FUORI BOLOGNA;44.492336, 11.600253
20537;99;FASANINA;VIA SAN VITALE OVEST 2972;FASANINA;523;FUORI BOLOGNA;44.492497, 11.599506
20539;206;FABBRICA;VIA SAN VITALE OVEST 620;MEDICINA;523;FUORI BOLOGNA;44.482365, 11.625274
20540;211;FABBRICA;VIA SAN VITALE OVEST 655;LA FABBRICA;523;FUORI BOLOGNA;44.482646, 11.624796
20540;247;FABBRICA;VIA SAN VITALE OVEST 655;LA FABBRICA;523;FUORI BOLOGNA;44.482646, 11.624796
20540;213;FABBRICA;VIA SAN VITALE OVEST 655;LA FABBRICA;523;FUORI BOLOGNA;44.482646, 11.624796
20540;99;FABBRICA;VIA SAN VITALE OVEST 655;LA FABBRICA;523;FUORI BOLOGNA;44.482646, 11.624796
20541;213;MEDICINA;VIA MARCONI 13;MEDICINA;523;FUORI BOLOGNA;44.478389, 11.636865
20541;211;MEDICINA;VIA MARCONI 13;MEDICINA;523;FUORI BOLOGNA;44.478389, 11.636865
20542;213;MEDICINA;VIA DELLA LIBERTA` 16;MEDICINA;523;FUORI BOLOGNA;44.477871, 11.637445
20542;99;MEDICINA;VIA DELLA LIBERTA` 16;MEDICINA;523;FUORI BOLOGNA;44.477871, 11.637445
20542;211;MEDICINA;VIA DELLA LIBERTA` 16;MEDICINA;523;FUORI BOLOGNA;44.477871, 11.637445
20543;99;PASSO PECORE;VIA SAN VITALE KM 16+820;MEDICINA;522;FUORI BOLOGNA;44.496581, 11.55701
20544;200;PASSO PECORE;VIA SAN VITALE BV PASSO PECORE;MEDICINA;522;FUORI BOLOGNA;44.496594, 11.558444
20545;211;GANZANIGO;VIA SAN VITALE EST 745;GANZANIGO;523;FUORI BOLOGNA;44.478294, 11.654942
20546;157;GANZANIGO;VIA SAN VITALE EST 740/A;GANZANIGO;523;FUORI BOLOGNA;44.478505, 11.654776
20547;99;FABBRICA TABACCHI;VIA SAN VITALE OVEST FR 4707;MEDICINA;523;FUORI BOLOGNA;44.494674, 11.578183
20547;206;FABBRICA TABACCHI;VIA SAN VITALE OVEST FR 4707;MEDICINA;523;FUORI BOLOGNA;44.494674, 11.578183
20548;206;FABBRICA TABACCHI;VIA SAN VITALE 4757;MEDICINA;523;FUORI BOLOGNA;44.494897, 11.57784
20549;99;VIA NUOVA SAN VITALE;VIA SAN VITALE EST 2659;MEDICINA;523;FUORI BOLOGNA;44.470048, 11.676117
20550;206;VIA NUOVA SAN VITALE;VIA SAN VITALE KM 25+215;MEDICINA;523;FUORI BOLOGNA;44.470566, 11.675135
20553;157;CROCETTA;VIA SAN VITALE EST 4313/B;CROCETTA;525;FUORI BOLOGNA;44.461854, 11.693429
20554;211;CROCETTA;VIA SAN VITALE EST 4396/M;MEDICINA;525;FUORI BOLOGNA;44.461933, 11.693483
20555;247;CASE POPOLARI;VIA DI VILLA FONTANA FR P.C. 902/1994;MEDICINA;523;FUORI BOLOGNA;44.493498, 11.613649
20555;213;CASE POPOLARI;VIA DI VILLA FONTANA FR P.C. 902/1994;MEDICINA;523;FUORI BOLOGNA;44.493498, 11.613649
20555;99;CASE POPOLARI;VIA DI VILLA FONTANA FR P.C. 902/1994;MEDICINA;523;FUORI BOLOGNA;44.493498, 11.613649
20555;211;CASE POPOLARI;VIA DI VILLA FONTANA FR P.C. 902/1994;MEDICINA;523;FUORI BOLOGNA;44.493498, 11.613649
20555;256;CASE POPOLARI;VIA DI VILLA FONTANA FR P.C. 902/1994;MEDICINA;523;FUORI BOLOGNA;44.493498, 11.613649
20556;211;CASE POPOLARI;VIA DI VILLA FONTANA;VILLA FONTANA;523;FUORI BOLOGNA;44.493427, 11.613998
20558;206;FANTUZZA;VIA SAN VITALE EST 7/A;CASTEL GUELFO DI BOLOGNA;525;FUORI BOLOGNA;44.467967, 11.712782
20559;206;PALAZZO IMPICCATI;VIA A ROSSI 80;MEDICINA;523;FUORI BOLOGNA;44.488087, 11.612867
20559;99;PALAZZO IMPICCATI;VIA A ROSSI 80;MEDICINA;523;FUORI BOLOGNA;44.488087, 11.612867
20560;206;PALAZZO IMPICCATI;VIA A ROSSI 135;VILLA FONTANA;523;FUORI BOLOGNA;44.48855, 11.613478
20561;153;SESTO IMOLESE BALDUCCI;VIA BALDUCCI 6;SESTO IMOLESE;525;FUORI BOLOGNA;44.461063, 11.728967
20561;206;SESTO IMOLESE BALDUCCI;VIA BALDUCCI 6;SESTO IMOLESE;525;FUORI BOLOGNA;44.461063, 11.728967
20563;206;MEDICINA VIA FAVA;VIA FAVA FR VIA LUMINASI;MEDICINA;523;FUORI BOLOGNA;44.477521, 11.644006
20564;99;MEDICINA VIA FAVA;VIA FAVA 1072;MEDICINA;523;FUORI BOLOGNA;44.4775, 11.644533
20564;157;MEDICINA VIA FAVA;VIA FAVA 1072;MEDICINA;523;FUORI BOLOGNA;44.4775, 11.644533
20564;247;MEDICINA VIA FAVA;VIA FAVA 1072;MEDICINA;523;FUORI BOLOGNA;44.4775, 11.644533
20565;153;SESTO IMOLESE;VIA SAN VITALE 62;SESTO IMOLESE;525;FUORI BOLOGNA;44.458458, 11.73249
20570;153;FORNACE GUERRINO;VIA SAN VITALE EST 159/B;IMOLA;525;FUORI BOLOGNA;44.454801, 11.749816
20572;206;VILLAFONTANA SAN DONINO;VIA SAN DONINO 560;VILLA FONTANA;523;FUORI BOLOGNA;44.495287, 11.60705
20572;247;VILLAFONTANA SAN DONINO;VIA SAN DONINO 560;VILLA FONTANA;523;FUORI BOLOGNA;44.495287, 11.60705
20577;99;PONTE MASSA;VIA SAN VITALE EST FR 229;IMOLA;790;FUORI BOLOGNA;44.456246, 11.795234
20577;296;PONTE MASSA;VIA SAN VITALE EST FR 229;IMOLA;790;FUORI BOLOGNA;44.456246, 11.795234
20577;152;PONTE MASSA;VIA SAN VITALE EST FR 229;IMOLA;790;FUORI BOLOGNA;44.456246, 11.795234
20577;154;PONTE MASSA;VIA SAN VITALE EST FR 229;IMOLA;790;FUORI BOLOGNA;44.456246, 11.795234
20578;99;PONTE MASSA;VIA SAN VITALE EST 229;IMOLA;790;FUORI BOLOGNA;44.456363, 11.795239
20578;296;PONTE MASSA;VIA SAN VITALE EST 229;IMOLA;790;FUORI BOLOGNA;44.456363, 11.795239
20578;152;PONTE MASSA;VIA SAN VITALE EST 229;IMOLA;790;FUORI BOLOGNA;44.456363, 11.795239
20580;;MEDICINA STAZIONE;;MEDICINA;523;FUORI BOLOGNA;44.479271, 11.640375
20581;151;FRUGES;VIA MARTIRI DELLA LIBERTA` 165;MASSA LOMBARDA;790;FUORI BOLOGNA;44.452822, 11.806005
20581;206;FRUGES;VIA MARTIRI DELLA LIBERTA` 165;MASSA LOMBARDA;790;FUORI BOLOGNA;44.452822, 11.806005
20581;296;FRUGES;VIA MARTIRI DELLA LIBERTA` 165;MASSA LOMBARDA;790;FUORI BOLOGNA;44.452822, 11.806005
20586;151;FRUGES MORINI;VIA MARTIRI DELLA LIBERTA` 50;MASSA LOMBARDA;790;FUORI BOLOGNA;44.450609, 11.813955
20586;152;FRUGES MORINI;VIA MARTIRI DELLA LIBERTA` 50;MASSA LOMBARDA;790;FUORI BOLOGNA;44.450609, 11.813955
20586;206;FRUGES MORINI;VIA MARTIRI DELLA LIBERTA` 50;MASSA LOMBARDA;790;FUORI BOLOGNA;44.450609, 11.813955
20589;151;MASSA LOMBARDA STAZIONE;PIAZZA A.COSTA 10;MASSA LOMBARDA;790;FUORI BOLOGNA;44.448681, 11.827863
20589;99;MASSA LOMBARDA STAZIONE;PIAZZA A.COSTA 10;MASSA LOMBARDA;790;FUORI BOLOGNA;44.448681, 11.827863
20590;151;MASSA LOMBARDA STAZIONE;PIAZZA A.COSTA 10;MASSA LOMBARDA;790;FUORI BOLOGNA;44.448636, 11.827848
20590;152;MASSA LOMBARDA STAZIONE;PIAZZA A.COSTA 10;MASSA LOMBARDA;790;FUORI BOLOGNA;44.448636, 11.827848
20593;206;MASSA LOMBARDA PANCHETTE;VIA ZAGANELLI 68/A;MASSA LOMBARDA;790;FUORI BOLOGNA;44.443345, 11.837935
20593;99;MASSA LOMBARDA PANCHETTE;VIA ZAGANELLI 68/A;MASSA LOMBARDA;790;FUORI BOLOGNA;44.443345, 11.837935
20594;99;MASSA LOMBARDA PANCHETTE;VIA ZAGANELLI FR 68/C;MASSA LOMBARDA;790;FUORI BOLOGNA;44.443442, 11.838002
20594;296;MASSA LOMBARDA PANCHETTE;VIA ZAGANELLI FR 68/C;MASSA LOMBARDA;790;FUORI BOLOGNA;44.443442, 11.838002
20598;206;SANT`AGATA SUL SANTERNO;VIA SAN VITALE 60/A;SANT`AGATA SUL SANTERNO;799;FUORI BOLOGNA;44.441445, 11.858514
20598;296;SANT`AGATA SUL SANTERNO;VIA SAN VITALE 60/A;SANT`AGATA SUL SANTERNO;799;FUORI BOLOGNA;44.441445, 11.858514
20601;296;SANT`AGATA S/S. ZONA IND.;VIA SAN VITALE 7;SANT`AGATA SUL SANTERNO;799;FUORI BOLOGNA;44.435325, 11.87421
20602;151;SANT`AGATA S/S. ZONA IND.;VIA SAN VITALE FR 9;SANT`AGATA SUL SANTERNO;799;FUORI BOLOGNA;44.435948, 11.873034
20606;296;LUGO CIMITERO;VIA PROVINCIALE LUGHESE FR 81;LUGO;740;FUORI BOLOGNA;44.427195, 11.895231
20606;206;LUGO CIMITERO;VIA PROVINCIALE LUGHESE FR 81;LUGO;740;FUORI BOLOGNA;44.427195, 11.895231
20606;151;LUGO CIMITERO;VIA PROVINCIALE LUGHESE FR 81;LUGO;740;FUORI BOLOGNA;44.427195, 11.895231
20610;206;LUGO PORTA BROZZI;VIA DE BROZZI FR 15/A;LUGO;740;FUORI BOLOGNA;44.423654, 11.90385
20610;151;LUGO PORTA BROZZI;VIA DE BROZZI FR 15/A;LUGO;740;FUORI BOLOGNA;44.423654, 11.90385
20624;296;LUGO STAZIONE;VIALE DE PINEDO 23;LUGO;740;FUORI BOLOGNA;44.414767, 11.914877
20625;206;LUGO MASI OSPEDALE;VIA MASI 3/1;LUGO;740;FUORI BOLOGNA;44.416591, 11.918171
20626;296;LUGO MASI OSPEDALE;VIA MASI 18;LUGO;740;FUORI BOLOGNA;44.416761, 11.917865
20626;206;LUGO MASI OSPEDALE;VIA MASI 18;LUGO;740;FUORI BOLOGNA;44.416761, 11.917865
20628;206;LUGO AUTOSTAZIONE;AUTOSTAZIONE LUGO VIALE ORIANI;LUGO;740;FUORI BOLOGNA;44.413666, 11.908618
20628;99;LUGO AUTOSTAZIONE;AUTOSTAZIONE LUGO VIALE ORIANI;LUGO;740;FUORI BOLOGNA;44.413666, 11.908618
20629;99;LUGO FORO BOARIO;VIA FORO BOARIO FR 2;LUGO;740;FUORI BOLOGNA;44.421961, 11.911291
20629;296;LUGO FORO BOARIO;VIA FORO BOARIO FR 2;LUGO;740;FUORI BOLOGNA;44.421961, 11.911291
20634;296;LUGO ACQUEDOTTO;VIALE DANTE 7;LUGO;740;FUORI BOLOGNA;44.417298, 11.920103
20642;296;BAGNACAVALLO STAZIONE;VIA STATALE CHIUSA 18;BAGNACAVALLO;740;FUORI BOLOGNA;44.413159, 11.969898
20657;296;BAGNACAVALLO VILLAGGIO IN;VIA ALBERGONE 24/A;BAGNACAVALLO;740;FUORI BOLOGNA;44.412033, 11.987864
20661;296;BAGNACAVALLO ZONA INDUSTR;VIA ALBERGONE ANG. CADUTI DEL LAVORO;BAGNACAVALLO;740;FUORI BOLOGNA;44.408211, 11.998344
20662;296;BAGNACAVALLO ZONA INDUSTR;VIA ALBERGONE FR CADUTI DEL LAVORO;BAGNACAVALLO;740;FUORI BOLOGNA;44.408326, 11.998426
20665;296;PONTE ALBERGONE;VIA ALBERGONE FR 67;BAGNACAVALLO;710;FUORI BOLOGNA;44.402067, 12.019316
20666;296;PONTE ALBERGONE;VIA ALBERGONE 67;BAGNACAVALLO;710;FUORI BOLOGNA;44.402254, 12.019413
20669;296;CORTINA;VIA SAN VITALE 5;RUSSI;710;FUORI BOLOGNA;44.394178, 12.040794
20670;296;CORTINA;VIA SAN VITALE FR 5;RUSSI;710;FUORI BOLOGNA;44.394485, 12.04076
20673;296;GODO;VIA FAENTINA NORD 208;GODO;710;FUORI BOLOGNA;44.392387, 12.074363
20676;296;GODO FRIGO;VIA FAENTINA NORD FR 317;RAVENNA;710;FUORI BOLOGNA;44.395705, 12.083514
20678;296;GODO VILLA STANGHELLINI;VIA FAENTINA NORD 329;RAVENNA;710;FUORI BOLOGNA;44.399925, 12.0949
20681;296;SAN MICHELE;VIA FAENTINA NORD 324;RAVENNA;700;FUORI BOLOGNA;44.405377, 12.110948
20685;296;FORNACE ZARATTINI;VIA FAENTINA 246;FORNACE ZARATTINI;700;FUORI BOLOGNA;44.419112, 12.145215
20691;296;RAVENNA FAENTINA CENTRI C;VIA FAENTINA 186;RAVENNA;700;FUORI BOLOGNA;44.423362, 12.16504
20696;296;RAVENNA RANDI TRIBUNALE;VIALE RANDI 67;RAVENNA;700;FUORI BOLOGNA;44.403617, 12.185486
20699;296;RAVENNA RANDI MEUCCI;VIALE RANDI (DOPO INTERSEZ. VIA PASCOLI);RAVENNA;700;FUORI BOLOGNA;44.406101, 12.188748
20709;296;RAVENNA DE GASPERI;VIA DE GASPERI 2;RAVENNA;700;FUORI BOLOGNA;44.415035, 12.199245
20710;296;RAVENNA DE GASPERI;VIA DE GASPERI 65;RAVENNA;700;FUORI BOLOGNA;44.413931, 12.197501
20716;;RAVENNA LEON BATTISTA ALB;VIA LEON BATTISTA ALBERTI 18;RAVENNA;700;FUORI BOLOGNA;44.401735, 12.185208
20718;;MARINA DI RAVENNA SILVIO;VIALE SILVIO PELLICO 6;MARINA DI RAVENNA;703;FUORI BOLOGNA;44.48383, 12.279224
20725;;MARINA DI RAVENNA RIVA VE;VIALE DELLA PACE 363;RAVENNA;703;FUORI BOLOGNA;44.470047, 12.284234
20729;;MARINA DI RAVENNA CAMPING;VIALE DELLA PACE ANG. CAMPING;RAVENNA;703;FUORI BOLOGNA;44.467407, 12.284954
20733;;MARINA DI RAVENNA TERME;LUNGOMARE COLOMBO FR 161;RAVENNA;703;FUORI BOLOGNA;44.456116, 12.289058
20737;;PUNTA MARINA;LUNGOMARE COLOMBO FR 23;PUNTA MARINA TERME;703;FUORI BOLOGNA;44.444232, 12.294385
20741;;PUNTA MARINA FONTANA;VIA DELLA FONTANA 65;PUNTA MARINA TERME;703;FUORI BOLOGNA;44.440208, 12.295327
20746;;LIDO ADRIANO CAMPING ADRI;VIA DEI CAMPEGGI 8;RAVENNA;703;FUORI BOLOGNA;44.433998, 12.297767
20750;;LIDO ADRIANO;VIALE PETRARCA FR 417;RAVENNA;703;FUORI BOLOGNA;44.409747, 12.312604
20811;;LIDO DI SAVIO CESENA;VIALE BYRON;RAVENNA;780;FUORI BOLOGNA;44.311286, 12.341622
20815;;LIDO DI SAVIO LUGO;VIALE BYRON;LIDO DI SAVIO;780;FUORI BOLOGNA;44.306797, 12.343361
20820;;MILANO MARITTIMA CAMPING;VIALE MATTEOTTI 190;CERVIA;780;FUORI BOLOGNA;44.299366, 12.343189
20824;;MILANO MARITTIMA XV TRAVE;ANELLO DEL PINO BV XIII TRAVERSA;MILANO MARITTIMA;780;FUORI BOLOGNA;44.290692, 12.347647
20827;;MILANO MARITTIMA IX TRAVE;VIALE II GIUGNO 145;MILANO MARITTIMA;780;FUORI BOLOGNA;44.286395, 12.348042
20835;;MILANO MARITTIMA GRATTACI;VIALE II GIUGNO 67;MILANO MARITTIMA;780;FUORI BOLOGNA;44.277221, 12.351092
20840;;MILANO MARITTIMA PORTO CA;VIALE II GIUGNO 6;MILANO MARITTIMA;780;FUORI BOLOGNA;44.267523, 12.35485
20863;;TAGLIATA;VIA PINARELLA 548;TAGLIATA;780;FUORI BOLOGNA;44.223536, 12.375922
20873;;CESENATICO STAZIONE;VIALE MAZZINI FR 82;CESENATICO;890;FUORI BOLOGNA;44.20104, 12.393157
20874;;CESENATICO STAZIONE;VIALE GAZA 8;CESENATICO;890;FUORI BOLOGNA;44.2011, 12.39266
20883;;CESENATICO CARDUCCI/MILAN;VIALE CARDUCCI 164/F;CESENATICO;890;FUORI BOLOGNA;44.195485, 12.410056
22303;99;BARGELLO LOGHETTO;VIA BARGELLO 9;CASTENASO;521;FUORI BOLOGNA;44.507474, 11.451145
22304;122;CASTENASO BARGELLO;VIA BARGELLO 50M DOPO INTERSEZIONE CON V;CASTENASO;521;FUORI BOLOGNA;44.506156, 11.45509
22304;213;CASTENASO BARGELLO;VIA BARGELLO 50M DOPO INTERSEZIONE CON V;CASTENASO;521;FUORI BOLOGNA;44.506156, 11.45509
22307;273;CASTENASO CENTRO COMMERCI;VIA TURATI 39;CASTENASO;521;FUORI BOLOGNA;44.506302, 11.460015
22308;99;FRULLO;VIA TURATI 20;CASTENASO;521;FUORI BOLOGNA;44.508401, 11.462443
22309;211;FRULLO;VIA TURATI 17/2;CASTENASO;521;FUORI BOLOGNA;44.508156, 11.462546
22309;99;FRULLO;VIA TURATI 17/2;CASTENASO;521;FUORI BOLOGNA;44.508156, 11.462546
22310;213;CROCIONE;VIA BARGELLO CIV. 35;CASTENASO;500;San Donato - San Vitale;44.514431, 11.429783
22515;122;MARANO LA TORRE;VIA MARANO PASSO CARRAIO 243/1995;CASTENASO;521;FUORI BOLOGNA;44.520329, 11.454956
22517;237;BOTTEGA VECCHIA;VIA DELLA PIEVE FR 2/3;CASTENASO;521;FUORI BOLOGNA;44.52267, 11.452827
22525;237;MARANO CHIESA;VIA DELLA PIEVE 43;CASTENASO;521;FUORI BOLOGNA;44.528682, 11.45586
22526;237;MARANO CHIESA;VIA DELLA PIEVE 44;CASTENASO;521;FUORI BOLOGNA;44.528738, 11.455775
22530;237;MARANO VILLA;VIA DELLA PIEVE FR CIV 13 DI VIA MARCIAP;CASTENASO;521;FUORI BOLOGNA;44.533283, 11.458735
22533;237;DUE PIOPPI;VIA MARANA 15;CASTENASO;521;FUORI BOLOGNA;44.538553, 11.461071
22539;237;MARANA;VIA MARANA 6;BUDRIO;535;FUORI BOLOGNA;44.551688, 11.476468
22541;237;CASA ROSSA;VIA MARANA FR 7;BUDRIO;535;FUORI BOLOGNA;44.554718, 11.478297
22545;237;RAMELLO BIVIO;VIA MARANA BV RAMELLO;BUDRIO;535;FUORI BOLOGNA;44.559806, 11.481547
22546;237;RAMELLO BIVIO;VIA MARANA FR BV RAMELLO;BUDRIO;535;FUORI BOLOGNA;44.559808, 11.481459
22549;231;PALAZZONI;VIA ARMIGGIA FR 27;BAGNAROLA;535;FUORI BOLOGNA;44.558411, 11.490214
22549;237;PALAZZONI;VIA ARMIGGIA FR 27;BAGNAROLA;535;FUORI BOLOGNA;44.558411, 11.490214
22550;231;PALAZZONI;VIA ARMIGGIA 27;BAGNAROLA;535;FUORI BOLOGNA;44.558431, 11.490127
22550;237;PALAZZONI;VIA ARMIGGIA 27;BAGNAROLA;535;FUORI BOLOGNA;44.558431, 11.490127
22553;231;BAGNAROLA;VIA BAGNAROLA S.P.3 KM 3+350;BAGNAROLA;535;FUORI BOLOGNA;44.556818, 11.496769
22566;237;MADDALENA DI CAZZANO;VIA MARANA 29;MADDALENA DI CAZZANO;535;FUORI BOLOGNA;44.578359, 11.493572
22567;231;MARANA SERRAGLIO;VIA MARANA 14;BUDRIO;535;FUORI BOLOGNA;44.568509, 11.487056
22571;231;MADDALENA DI CAZZANO;VIA SAN ZENONE 26;MADDALENA DI CAZZANO;535;FUORI BOLOGNA;44.578186, 11.491587
22574;237;PASSO PECORE BIVIO;VIA SAN DONATO 65;MINERBIO;535;FUORI BOLOGNA;44.587487, 11.506321
22578;237;MELO BIVIO;VIA SAN DONATO 4;SAN GIOVANNI IN TRIARIO;535;FUORI BOLOGNA;44.59412, 11.509277
22586;237;SAN MARTINO IN SOVERZANO;VIA SAN DONATO 72;MINERBIO;535;FUORI BOLOGNA;44.610882, 11.523598
22591;237;BOARIA POZZO;VIA SAN DONATO FR 98;MINERBIO;535;FUORI BOLOGNA;44.61522, 11.537864
22609;237;DUGLIOLO;VIA DUGLIOLO 145;DUGLIOLO;535;FUORI BOLOGNA;44.613443, 11.582994
22613;237;DUGLIOLO LA FONTANA;VIA DUGLIOLO 190;DUGLIOLO;535;FUORI BOLOGNA;44.618467, 11.586116
22614;237;DUGLIOLO LA FONTANA;VIA DUGLIOLO 189;DUGLIOLO;535;FUORI BOLOGNA;44.618496, 11.586042
22622;237;CASE NUOVE;VIA DUGLIOLO FR 7;MOLINELLA;537;FUORI BOLOGNA;44.632096, 11.607511
22633;237;SAN PIETRO CAPOFIUME;VIA S.FERRARI 24;SAN PIETRO CAPOFIUME;536;FUORI BOLOGNA;44.644159, 11.635352
22633;273;SAN PIETRO CAPOFIUME;VIA S.FERRARI 24;SAN PIETRO CAPOFIUME;536;FUORI BOLOGNA;44.644159, 11.635352
22637;273;MEZZASTRADA;VIA S.FERRARI 74;SAN PIETRO CAPOFIUME;536;FUORI BOLOGNA;44.649117, 11.644001
22641;346;ALBERINO;VIA S.FERRARI 144;SAN PIETRO CAPOFIUME;536;FUORI BOLOGNA;44.652058, 11.648801
22642;357;ALBERINO;VIA S.FERRARI 195;SAN PIETRO CAPOFIUME;536;FUORI BOLOGNA;44.652183, 11.648819
22642;358;ALBERINO;VIA S.FERRARI 195;SAN PIETRO CAPOFIUME;536;FUORI BOLOGNA;44.652183, 11.648819
23001;231;VIGORSO;VIA VIGORSO FR 17;VIGORSO;535;FUORI BOLOGNA;44.53849, 11.502908
23001;213;VIGORSO;VIA VIGORSO FR 17;VIGORSO;535;FUORI BOLOGNA;44.53849, 11.502908
23004;231;VIGORSO INAIL;VIA RABUINA 17;BUDRIO;535;FUORI BOLOGNA;44.535515, 11.508847
24501;211;TREBBO DI BUDRIO ZENZALIN;VIA ZENZALINO KM 0.290;BUDRIO;521;FUORI BOLOGNA;44.502413, 11.508005
24501;273;TREBBO DI BUDRIO ZENZALIN;VIA ZENZALINO KM 0.290;BUDRIO;521;FUORI BOLOGNA;44.502413, 11.508005
