date;region;new_visitors;returning_visitors
2020-11-05;Piazza Scaravilli;1379;3673
2020-11-10;Piazza Scaravilli;868;3496
2020-11-14;Piazza Scaravilli;713;2346
2020-11-15;Piazza Scaravilli;283;876
2020-11-18;Piazza Scaravilli;608;3016
2020-11-21;Piazza Scaravilli;415;1786
2020-11-22;Piazza Scaravilli;618;1226
2020-11-26;Piazza Scaravilli;1352;3112
2020-11-05;Palazzo Poggi;1734;4988
2020-11-08;Palazzo Poggi;0;0
2020-11-10;Palazzo Poggi;1336;4809
2020-11-11;Palazzo Poggi;1474;4487
2020-11-22;Palazzo Poggi;0;0
2020-11-23;Palazzo Poggi;812;4299
2020-11-25;Palazzo Poggi;1012;4806
2020-11-26;Palazzo Poggi;1570;4619
2020-11-29;Palazzo Poggi;0;0
2020-11-06;Via Del Guasto;729;3085
2020-11-07;Via Del Guasto;534;2431
2020-11-08;Via Del Guasto;438;1782
2020-11-15;Via Del Guasto;475;953
2020-11-16;Via Del Guasto;585;2184
2020-11-18;Via Del Guasto;430;2626
2020-11-22;Via Del Guasto;196;1238
2020-11-23;Via Del Guasto;552;2712
2020-11-26;Via Del Guasto;651;2785
2020-11-01;Piazza Verdi;2725;4986
2020-11-03;Piazza Verdi;2997;7327
2020-11-04;Piazza Verdi;2486;7453
2020-11-10;Piazza Verdi;2386;6946
2020-11-22;Piazza Verdi;1183;3411
2020-11-23;Piazza Verdi;1818;6003
2020-11-24;Piazza Verdi;1683;6404
2020-11-29;Piazza Verdi;1047;2763
2020-11-30;Piazza Verdi;2266;5938
2020-11-09;Facoltà Di Giurisprudenza;1444;5163
2020-11-13;Facoltà Di Giurisprudenza;1777;5315
2020-11-16;Facoltà Di Giurisprudenza;1963;3889
2020-11-18;Facoltà Di Giurisprudenza;1271;4746
2020-11-24;Facoltà Di Giurisprudenza;1322;5270
2020-11-25;Facoltà Di Giurisprudenza;1379;5275
2020-11-03;Piazza Rossini (Palazzo Malvezzi);2243;6990
2020-11-06;Piazza Rossini (Palazzo Malvezzi);1801;6536
2020-11-07;Piazza Rossini (Palazzo Malvezzi);2211;5797
2020-11-10;Piazza Rossini (Palazzo Malvezzi);1907;6479
2020-11-12;Piazza Rossini (Palazzo Malvezzi);1514;6310
2020-11-15;Piazza Rossini (Palazzo Malvezzi);1025;2308
2020-11-16;Piazza Rossini (Palazzo Malvezzi);1211;4502
2020-11-17;Piazza Rossini (Palazzo Malvezzi);1370;5690
2020-11-21;Piazza Rossini (Palazzo Malvezzi);1410;4483
2020-11-25;Piazza Rossini (Palazzo Malvezzi);1286;6033
2020-11-28;Piazza Rossini (Palazzo Malvezzi);1519;4353
2020-11-29;Piazza Rossini (Palazzo Malvezzi);949;2301
2020-11-30;Piazza Rossini (Palazzo Malvezzi);1764;5530
2020-11-02;2 Torri (Inizio Portico Via Zamboni);2313;5872
2020-11-03;2 Torri (Inizio Portico Via Zamboni);2076;6088
2020-11-12;2 Torri (Inizio Portico Via Zamboni);1591;5448
2020-11-13;2 Torri (Inizio Portico Via Zamboni);1584;5377
2020-11-15;2 Torri (Inizio Portico Via Zamboni);711;2093
2020-11-16;2 Torri (Inizio Portico Via Zamboni);1249;4297
2020-11-19;2 Torri (Inizio Portico Via Zamboni);1284;5030
2020-11-20;2 Torri (Inizio Portico Via Zamboni);1316;4995
2020-11-28;2 Torri (Inizio Portico Via Zamboni);1188;3548
2020-12-06;Porta San Donato;3029;8027
2020-12-07;Porta San Donato;3771;12382
2020-12-08;Porta San Donato;3450;9246
2020-12-12;Porta San Donato;5120;13661
2020-12-13;Porta San Donato;5166;10328
2020-12-18;Porta San Donato;5091;14745
2020-12-19;Porta San Donato;5415;13475
2020-12-23;Porta San Donato;4684;13409
2020-12-25;Porta San Donato;729;2951
2020-12-29;Porta San Donato;2895;8932
2020-12-30;Porta San Donato;2997;8768
2020-12-03;Piazza Puntoni (Via Zamboni);0;0
2020-12-14;Piazza Puntoni (Via Zamboni);0;0
2020-12-28;Piazza Puntoni (Via Zamboni);0;0
2020-12-01;Via San Giacomo;1176;4913
2020-12-03;Via San Giacomo;1734;4632
2020-12-05;Via San Giacomo;773;2497
2020-12-08;Via San Giacomo;2055;2896
2020-12-09;Via San Giacomo;1294;5057
2020-12-16;Via San Giacomo;1792;5669
2020-12-19;Via San Giacomo;1695;3406
2020-12-24;Via San Giacomo;236;724
2020-12-26;Via San Giacomo;125;475
2020-12-05;Piazza Scaravilli;464;1280
2020-12-08;Piazza Scaravilli;1474;1564
2020-12-11;Piazza Scaravilli;1723;3721
2020-12-12;Piazza Scaravilli;1764;2502
2020-12-15;Piazza Scaravilli;988;3454
2020-12-16;Piazza Scaravilli;1162;3371
2020-12-19;Piazza Scaravilli;1114;2075
2020-12-21;Piazza Scaravilli;562;2276
2020-12-22;Piazza Scaravilli;899;2309
2020-12-25;Piazza Scaravilli;31;267
2020-12-29;Piazza Scaravilli;385;1020
2020-12-30;Piazza Scaravilli;282;1027
2020-12-04;Palazzo Poggi;1032;3818
2020-12-21;Palazzo Poggi;794;3390
2020-12-25;Palazzo Poggi;0;0
2020-12-31;Palazzo Poggi;1;58
2020-12-04;Via Del Guasto;455;2651
2020-12-06;Via Del Guasto;0;0
2020-12-08;Via Del Guasto;0;0
2020-12-11;Via Del Guasto;0;0
2020-12-13;Via Del Guasto;0;0
2020-12-16;Via Del Guasto;434;1918
2020-12-20;Via Del Guasto;454;1336
2020-12-01;Piazza Verdi;1486;5985
2020-12-03;Piazza Verdi;1492;5959
2020-12-05;Piazza Verdi;1571;4034
2020-12-07;Piazza Verdi;2994;6855
2020-12-09;Piazza Verdi;1855;6474
2020-12-12;Piazza Verdi;3422;6737
2020-12-13;Piazza Verdi;3007;5746
2020-12-18;Piazza Verdi;2440;7439
2020-12-19;Piazza Verdi;3591;6253
2020-12-22;Piazza Verdi;2254;5899
2020-12-24;Piazza Verdi;399;1465
2020-12-26;Piazza Verdi;323;1021
2020-12-28;Piazza Verdi;1088;2726
2020-12-31;Piazza Verdi;548;1960
2020-12-01;Facoltà Di Giurisprudenza;1467;4946
2020-12-07;Facoltà Di Giurisprudenza;2621;5722
2020-12-08;Facoltà Di Giurisprudenza;2459;4256
2020-12-10;Facoltà Di Giurisprudenza;1935;5763
2020-12-12;Facoltà Di Giurisprudenza;3208;5796
2020-12-13;Facoltà Di Giurisprudenza;3756;5026
2020-12-14;Facoltà Di Giurisprudenza;2001;5852
2020-12-15;Facoltà Di Giurisprudenza;2413;6238
2020-12-21;Facoltà Di Giurisprudenza;1577;5133
2020-12-25;Facoltà Di Giurisprudenza;227;743
2020-12-30;Facoltà Di Giurisprudenza;923;2862
2020-12-31;Facoltà Di Giurisprudenza;447;1619
2020-12-03;Piazza Rossini (Palazzo Malvezzi);1151;5350
2020-12-05;Piazza Rossini (Palazzo Malvezzi);953;3239
2020-12-06;Piazza Rossini (Palazzo Malvezzi);1531;3861
2020-12-07;Piazza Rossini (Palazzo Malvezzi);2272;6063
2020-12-11;Piazza Rossini (Palazzo Malvezzi);2005;7071
2020-12-16;Piazza Rossini (Palazzo Malvezzi);2075;7202
2020-12-20;Piazza Rossini (Palazzo Malvezzi);1758;3761
2020-12-23;Piazza Rossini (Palazzo Malvezzi);1761;5169
2020-12-30;Piazza Rossini (Palazzo Malvezzi);738;2971
2020-12-31;Piazza Rossini (Palazzo Malvezzi);402;1738
2020-12-03;2 Torri (Inizio Portico Via Zamboni);680;3838
2020-12-05;2 Torri (Inizio Portico Via Zamboni);923;3363
2020-12-07;2 Torri (Inizio Portico Via Zamboni);3782;6215
2020-12-10;2 Torri (Inizio Portico Via Zamboni);2540;6249
2020-12-12;2 Torri (Inizio Portico Via Zamboni);4124;5896
2020-12-14;2 Torri (Inizio Portico Via Zamboni);2627;6063
2020-12-17;2 Torri (Inizio Portico Via Zamboni);3209;6672
2020-12-19;2 Torri (Inizio Portico Via Zamboni);4212;5702
2020-12-20;2 Torri (Inizio Portico Via Zamboni);2919;4032
2020-12-22;2 Torri (Inizio Portico Via Zamboni);2618;6256
2020-12-24;2 Torri (Inizio Portico Via Zamboni);515;1878
2019-08-01;Porta San Donato;3493;15227
2019-08-02;Porta San Donato;3823;15875
2019-08-06;Porta San Donato;11097;4428
2019-08-14;Porta San Donato;4611;6783
2019-08-15;Porta San Donato;4462;5499
2019-08-21;Porta San Donato;4469;8336
2019-08-23;Porta San Donato;5084;9316
2019-08-29;Porta San Donato;6005;13406
2019-08-30;Porta San Donato;6353;13873
2019-08-31;Porta San Donato;6608;12982
2019-08-04;Piazza Puntoni (Via Zamboni);825;2276
2019-08-09;Piazza Puntoni (Via Zamboni);1213;2170
2019-08-12;Piazza Puntoni (Via Zamboni);1046;1413
2019-08-19;Piazza Puntoni (Via Zamboni);1253;1952
2019-08-21;Piazza Puntoni (Via Zamboni);1155;2179
2019-08-22;Piazza Puntoni (Via Zamboni);1356;2439
2019-08-24;Piazza Puntoni (Via Zamboni);1430;2276
2019-08-25;Piazza Puntoni (Via Zamboni);1329;2099
2019-08-28;Piazza Puntoni (Via Zamboni);2305;3845
2019-08-29;Piazza Puntoni (Via Zamboni);2655;4256
2019-08-30;Piazza Puntoni (Via Zamboni);2131;4444
2019-08-06;Via San Giacomo;3234;2074
2019-08-09;Via San Giacomo;2617;2686
2019-08-10;Via San Giacomo;5319;2318
2019-08-11;Via San Giacomo;2089;1776
2019-08-19;Via San Giacomo;1992;2517
2019-08-20;Via San Giacomo;2945;2736
2019-08-21;Via San Giacomo;2020;2716
2019-08-23;Via San Giacomo;2178;3080
2019-08-27;Via San Giacomo;3545;4841
2019-08-31;Via San Giacomo;2964;4655
2019-08-03;Piazza Scaravilli;1155;1823
2019-08-06;Piazza Scaravilli;1594;1086
2019-08-09;Piazza Scaravilli;1507;1385
2019-08-20;Piazza Scaravilli;1399;934
2019-08-26;Piazza Scaravilli;0;0
2019-08-27;Piazza Scaravilli;1884;2475
2019-08-28;Piazza Scaravilli;2203;2786
2019-08-31;Piazza Scaravilli;1354;2199
2019-08-04;Palazzo Poggi;0;0
2019-08-06;Palazzo Poggi;210;353
2019-08-09;Palazzo Poggi;0;0
2019-08-17;Palazzo Poggi;0;0
2019-08-21;Palazzo Poggi;0;0
2019-08-26;Palazzo Poggi;2232;2691
2019-08-29;Palazzo Poggi;2855;4084
2019-08-02;Via Del Guasto;484;1852
2019-08-07;Via Del Guasto;874;921
2019-08-12;Via Del Guasto;679;641
2019-08-13;Via Del Guasto;563;685
2019-08-19;Via Del Guasto;676;994
2019-08-21;Via Del Guasto;555;878
2019-08-22;Via Del Guasto;623;1076
2019-08-26;Via Del Guasto;1577;1659
2019-08-31;Via Del Guasto;853;1773
2019-08-01;Piazza Verdi;2208;7149
2019-08-03;Piazza Verdi;4025;6493
2019-08-04;Piazza Verdi;2362;5314
2019-08-09;Piazza Verdi;3655;3703
2019-08-12;Piazza Verdi;2652;2715
2019-08-16;Piazza Verdi;2990;3066
2019-08-19;Piazza Verdi;3102;3714
2019-08-20;Piazza Verdi;3427;3962
2019-08-21;Piazza Verdi;3561;3817
2019-08-02;Facoltà Di Giurisprudenza;4525;6301
2019-08-06;Facoltà Di Giurisprudenza;5741;2527
2019-08-07;Facoltà Di Giurisprudenza;4958;3014
2019-08-09;Facoltà Di Giurisprudenza;4668;3540
2019-08-11;Facoltà Di Giurisprudenza;3905;2662
2019-08-12;Facoltà Di Giurisprudenza;3306;2677
2019-08-15;Facoltà Di Giurisprudenza;4305;2850
2019-08-19;Facoltà Di Giurisprudenza;3651;3473
2019-08-20;Facoltà Di Giurisprudenza;3458;3757
2019-08-22;Facoltà Di Giurisprudenza;3383;4021
2019-08-26;Facoltà Di Giurisprudenza;4560;5136
2019-08-01;Piazza Rossini (Palazzo Malvezzi);2226;6690
2019-08-04;Piazza Rossini (Palazzo Malvezzi);2743;4807
2019-08-06;Piazza Rossini (Palazzo Malvezzi);4900;2583
2019-08-10;Piazza Rossini (Palazzo Malvezzi);3101;2711
2019-08-11;Piazza Rossini (Palazzo Malvezzi);2928;2451
2019-08-13;Piazza Rossini (Palazzo Malvezzi);2915;2953
2019-08-17;Piazza Rossini (Palazzo Malvezzi);4047;3436
2019-08-25;Piazza Rossini (Palazzo Malvezzi);4220;4322
2019-08-27;Piazza Rossini (Palazzo Malvezzi);4223;6140
2019-08-28;Piazza Rossini (Palazzo Malvezzi);4255;6309
2019-08-29;Piazza Rossini (Palazzo Malvezzi);4660;6996
2019-08-02;2 Torri (Inizio Portico Via Zamboni);4646;7284
2019-08-11;2 Torri (Inizio Portico Via Zamboni);4945;2986
2019-08-12;2 Torri (Inizio Portico Via Zamboni);4951;3500
2019-08-17;2 Torri (Inizio Portico Via Zamboni);6457;3978
2019-08-23;2 Torri (Inizio Portico Via Zamboni);4675;4977
2019-08-27;2 Torri (Inizio Portico Via Zamboni);5145;6151
2019-08-30;2 Torri (Inizio Portico Via Zamboni);5997;7001
2021-01-01;Porta San Donato;722;2838
2021-01-04;Porta San Donato;3446;9489
2021-01-12;Porta San Donato;3965;11707
2021-01-13;Porta San Donato;4131;11561
2021-01-15;Porta San Donato;4798;11752
2021-01-16;Porta San Donato;4150;10670
2021-01-23;Porta San Donato;4233;11192
2021-01-26;Porta San Donato;5284;12554
2021-01-30;Porta San Donato;5797;12311
2021-01-01;Piazza Puntoni (Via Zamboni);0;0
2021-01-12;Piazza Puntoni (Via Zamboni);0;0
2021-01-13;Piazza Puntoni (Via Zamboni);0;0
2021-01-14;Piazza Puntoni (Via Zamboni);0;0
2021-01-17;Piazza Puntoni (Via Zamboni);0;0
2021-01-18;Piazza Puntoni (Via Zamboni);0;0
2021-01-20;Piazza Puntoni (Via Zamboni);0;0
2021-01-21;Piazza Puntoni (Via Zamboni);0;0
2021-01-28;Piazza Puntoni (Via Zamboni);0;0
2021-01-30;Piazza Puntoni (Via Zamboni);0;0
2021-01-01;Via San Giacomo;51;436
2021-01-04;Via San Giacomo;716;2041
2021-01-07;Via San Giacomo;1054;2982
2021-01-08;Via San Giacomo;2937;3537
2021-01-09;Via San Giacomo;702;2040
2021-01-19;Via San Giacomo;2479;4461
2021-01-23;Via San Giacomo;2119;3415
2021-01-24;Via San Giacomo;480;1637
2021-01-27;Via San Giacomo;3290;4110
2021-01-29;Via San Giacomo;4116;4696
2021-01-03;Piazza Scaravilli;136;457
2021-01-04;Piazza Scaravilli;536;1195
2021-01-05;Piazza Scaravilli;77;598
2021-01-09;Piazza Scaravilli;338;1252
2021-01-13;Piazza Scaravilli;1580;2386
2021-01-16;Piazza Scaravilli;1353;2026
2021-01-18;Piazza Scaravilli;718;2588
2021-01-26;Piazza Scaravilli;2120;3001
2021-01-27;Piazza Scaravilli;2074;2868
2021-01-29;Piazza Scaravilli;3521;3386
2021-01-30;Piazza Scaravilli;4064;2844
2021-01-01;Palazzo Poggi;0;0
2021-01-04;Palazzo Poggi;8;98
2021-01-05;Palazzo Poggi;4;99
2021-01-10;Palazzo Poggi;0;0
2021-01-11;Palazzo Poggi;909;2568
2021-01-18;Palazzo Poggi;1027;3611
2021-01-21;Palazzo Poggi;1389;3346
2021-01-22;Palazzo Poggi;856;3141
2021-01-24;Palazzo Poggi;0;0
2021-01-25;Palazzo Poggi;1556;3865
2021-01-26;Palazzo Poggi;2149;4055
2021-01-27;Palazzo Poggi;2198;3875
2021-01-02;Via Del Guasto;82;446
2021-01-03;Via Del Guasto;63;456
2021-01-05;Via Del Guasto;339;581
2021-01-09;Via Del Guasto;228;1349
2021-01-10;Via Del Guasto;86;793
2021-01-15;Via Del Guasto;906;2322
2021-01-20;Via Del Guasto;1021;2419
2021-01-28;Via Del Guasto;397;2493
2021-01-29;Via Del Guasto;779;2701
2021-01-02;Piazza Verdi;492;1426
2021-01-07;Piazza Verdi;2299;4909
2021-01-09;Piazza Verdi;1317;3777
2021-01-11;Piazza Verdi;3837;4974
2021-01-13;Piazza Verdi;2514;5548
2021-01-17;Piazza Verdi;1436;3139
2021-01-18;Piazza Verdi;1836;5321
2021-01-19;Piazza Verdi;3486;6311
2021-01-24;Piazza Verdi;1188;3005
2021-01-25;Piazza Verdi;2450;5776
2021-01-29;Piazza Verdi;2522;6521
2021-01-01;Facoltà Di Giurisprudenza;151;727
2021-01-02;Facoltà Di Giurisprudenza;286;1100
2021-01-05;Facoltà Di Giurisprudenza;401;1701
2021-01-07;Facoltà Di Giurisprudenza;1793;4180
2021-01-13;Facoltà Di Giurisprudenza;1626;4606
2021-01-14;Facoltà Di Giurisprudenza;1816;4441
2021-01-18;Facoltà Di Giurisprudenza;1492;4331
2021-01-25;Facoltà Di Giurisprudenza;1680;4659
2021-01-27;Facoltà Di Giurisprudenza;1918;4862
2021-01-02;Piazza Rossini (Palazzo Malvezzi);322;1230
2021-01-06;Piazza Rossini (Palazzo Malvezzi);480;1290
2021-01-07;Piazza Rossini (Palazzo Malvezzi);1640;4620
2021-01-08;Piazza Rossini (Palazzo Malvezzi);2122;5196
2021-01-09;Piazza Rossini (Palazzo Malvezzi);1287;3325
2021-01-10;Piazza Rossini (Palazzo Malvezzi);486;1724
2021-01-11;Piazza Rossini (Palazzo Malvezzi);2997;4647
2021-01-16;Piazza Rossini (Palazzo Malvezzi);2089;4690
2021-01-19;Piazza Rossini (Palazzo Malvezzi);2679;6130
2021-01-21;Piazza Rossini (Palazzo Malvezzi);1553;5472
2021-01-25;Piazza Rossini (Palazzo Malvezzi);1626;5607
2021-01-26;Piazza Rossini (Palazzo Malvezzi);2036;6095
2021-01-30;Piazza Rossini (Palazzo Malvezzi);2572;5701
2021-01-06;2 Torri (Inizio Portico Via Zamboni);432;1163
2021-01-08;2 Torri (Inizio Portico Via Zamboni);3048;5385
2021-01-10;2 Torri (Inizio Portico Via Zamboni);340;1570
2021-01-11;2 Torri (Inizio Portico Via Zamboni);1698;4432
2021-01-16;2 Torri (Inizio Portico Via Zamboni);1759;4148
2021-01-17;2 Torri (Inizio Portico Via Zamboni);1136;2382
2021-01-19;2 Torri (Inizio Portico Via Zamboni);2214;5722
2021-01-21;2 Torri (Inizio Portico Via Zamboni);1811;4987
2021-01-22;2 Torri (Inizio Portico Via Zamboni);1668;5090
2021-01-28;2 Torri (Inizio Portico Via Zamboni);1867;5348
2021-01-30;2 Torri (Inizio Portico Via Zamboni);3029;4987
2021-02-01;Porta San Donato;4479;12909
2021-02-07;Porta San Donato;3807;8034
2021-02-12;Porta San Donato;4887;12912
2021-02-15;Porta San Donato;4641;12609
2021-02-19;Porta San Donato;5511;14518
2021-02-23;Porta San Donato;1007;5537
2021-02-26;Porta San Donato;2961;14414
2021-02-27;Porta San Donato;1308;8638
2021-02-05;Piazza Puntoni (Via Zamboni);0;0
2021-02-06;Piazza Puntoni (Via Zamboni);0;0
2021-02-07;Piazza Puntoni (Via Zamboni);0;0
2021-02-11;Piazza Puntoni (Via Zamboni);0;0
2021-02-13;Piazza Puntoni (Via Zamboni);0;0
2021-02-14;Piazza Puntoni (Via Zamboni);0;0
2021-02-15;Piazza Puntoni (Via Zamboni);0;0
2021-02-22;Piazza Puntoni (Via Zamboni);0;0
2021-02-01;Via San Giacomo;3093;4744
2021-02-10;Via San Giacomo;1938;4476
2021-02-11;Via San Giacomo;1833;4572
2021-02-13;Via San Giacomo;1667;3221
2021-02-14;Via San Giacomo;1502;2533
2021-02-17;Via San Giacomo;2947;5572
2021-02-19;Via San Giacomo;2917;5502
2021-02-20;Via San Giacomo;2721;4303
2021-02-26;Via San Giacomo;1031;5522
2021-02-28;Via San Giacomo;158;1499
2021-02-01;Piazza Scaravilli;2265;3363
2021-02-02;Piazza Scaravilli;2276;3277
2021-02-03;Piazza Scaravilli;1572;3239
2021-02-04;Piazza Scaravilli;1423;3113
2021-02-06;Piazza Scaravilli;959;2227
2021-02-07;Piazza Scaravilli;743;1477
2021-02-09;Piazza Scaravilli;1339;3089
2021-02-10;Piazza Scaravilli;1317;3005
2021-02-12;Piazza Scaravilli;886;2746
2021-02-14;Piazza Scaravilli;928;1522
2021-02-15;Piazza Scaravilli;1765;3392
2021-02-20;Piazza Scaravilli;1315;2451
2021-02-21;Piazza Scaravilli;396;1213
2021-02-22;Piazza Scaravilli;1533;3917
2021-02-24;Piazza Scaravilli;804;4562
2021-02-26;Piazza Scaravilli;752;3695
2021-02-27;Piazza Scaravilli;129;1212
2021-02-01;Palazzo Poggi;2020;4264
2021-02-03;Palazzo Poggi;1478;3859
2021-02-04;Palazzo Poggi;1926;4395
2021-02-05;Palazzo Poggi;1220;3702
2021-02-06;Palazzo Poggi;509;1257
2021-02-10;Palazzo Poggi;1801;4264
2021-02-11;Palazzo Poggi;1436;4291
2021-02-12;Palazzo Poggi;1186;3639
2021-02-15;Palazzo Poggi;2358;4669
2021-02-18;Palazzo Poggi;2244;5015
2021-02-22;Palazzo Poggi;3045;5166
2021-02-23;Palazzo Poggi;422;2264
2021-02-24;Palazzo Poggi;1136;6168
2021-02-25;Palazzo Poggi;1022;5320
2021-02-26;Palazzo Poggi;882;4721
2021-02-02;Via Del Guasto;1193;2857
2021-02-07;Via Del Guasto;653;1572
2021-02-08;Via Del Guasto;1385;3018
2021-02-12;Via Del Guasto;631;2708
2021-02-13;Via Del Guasto;478;2104
2021-02-14;Via Del Guasto;620;1583
2021-02-16;Via Del Guasto;783;3258
2021-02-17;Via Del Guasto;610;3092
2021-02-19;Via Del Guasto;942;3329
2021-02-20;Via Del Guasto;1076;2545
2021-02-21;Via Del Guasto;300;1313
2021-02-24;Via Del Guasto;448;3600
2021-02-26;Via Del Guasto;417;3208
2021-02-28;Via Del Guasto;82;1038
2021-02-02;Piazza Verdi;4677;7005
2021-02-04;Piazza Verdi;3879;7000
2021-02-07;Piazza Verdi;2703;4500
2021-02-08;Piazza Verdi;3686;6986
2021-02-11;Piazza Verdi;3591;7190
2021-02-19;Piazza Verdi;3929;8001
2021-02-21;Piazza Verdi;1693;3751
2021-02-23;Piazza Verdi;400;2909
2021-02-03;Facoltà Di Giurisprudenza;2506;5315
2021-02-04;Facoltà Di Giurisprudenza;2690;5424
2021-02-06;Facoltà Di Giurisprudenza;5191;5594
2021-02-09;Facoltà Di Giurisprudenza;3531;5535
2021-02-10;Facoltà Di Giurisprudenza;3234;5307
2021-02-11;Facoltà Di Giurisprudenza;2972;5969
2021-02-17;Facoltà Di Giurisprudenza;3232;5995
2021-02-20;Facoltà Di Giurisprudenza;5165;6230
2021-02-21;Facoltà Di Giurisprudenza;1510;2926
2021-02-22;Facoltà Di Giurisprudenza;2220;5729
2021-02-24;Facoltà Di Giurisprudenza;1019;6757
2021-02-26;Facoltà Di Giurisprudenza;1108;6571
2021-02-02;Piazza Rossini (Palazzo Malvezzi);3266;6798
2021-02-03;Piazza Rossini (Palazzo Malvezzi);3037;6433
2021-02-05;Piazza Rossini (Palazzo Malvezzi);3165;6977
2021-02-11;Piazza Rossini (Palazzo Malvezzi);3207;6634
2021-02-19;Piazza Rossini (Palazzo Malvezzi);3835;7640
2021-02-21;Piazza Rossini (Palazzo Malvezzi);1647;3441
2021-02-27;Piazza Rossini (Palazzo Malvezzi);824;3376
2021-02-28;Piazza Rossini (Palazzo Malvezzi);240;2454
2021-02-02;2 Torri (Inizio Portico Via Zamboni);2656;5985
2021-02-04;2 Torri (Inizio Portico Via Zamboni);2869;5745
2021-02-05;2 Torri (Inizio Portico Via Zamboni);3197;5972
2021-02-08;2 Torri (Inizio Portico Via Zamboni);3655;5697
2021-02-14;2 Torri (Inizio Portico Via Zamboni);4459;4051
2021-02-17;2 Torri (Inizio Portico Via Zamboni);3765;6115
2021-02-18;2 Torri (Inizio Portico Via Zamboni);3724;6189
2021-02-23;2 Torri (Inizio Portico Via Zamboni);336;2441
2021-02-26;2 Torri (Inizio Portico Via Zamboni);1077;6604
2021-02-27;2 Torri (Inizio Portico Via Zamboni);686;3262
2021-04-02;Porta San Donato;1868;8562
2021-04-03;Porta San Donato;1009;6266
2021-04-04;Porta San Donato;921;4026
2021-04-06;Porta San Donato;1992;7824
2021-04-07;Porta San Donato;2050;9499
2021-04-09;Porta San Donato;2251;10126
2021-04-10;Porta San Donato;1294;8019
2021-04-16;Porta San Donato;3008;13138
2021-04-18;Porta San Donato;1171;6848
2021-04-25;Porta San Donato;1842;8035
2021-04-26;Porta San Donato;3276;13917
2021-04-27;Porta San Donato;2540;13708
2021-04-02;Piazza Puntoni (Via Zamboni);0;0
2021-04-05;Piazza Puntoni (Via Zamboni);0;0
2021-04-08;Piazza Puntoni (Via Zamboni);0;0
2021-04-10;Piazza Puntoni (Via Zamboni);0;0
2021-04-19;Piazza Puntoni (Via Zamboni);0;0
2021-04-23;Piazza Puntoni (Via Zamboni);0;0
2021-04-26;Piazza Puntoni (Via Zamboni);0;0
2021-04-06;Via San Giacomo;184;1567
2021-04-09;Via San Giacomo;480;2837
2021-04-10;Via San Giacomo;173;2083
2021-04-11;Via San Giacomo;134;1092
2021-04-12;Via San Giacomo;360;2955
2021-04-17;Via San Giacomo;558;3392
2021-04-20;Via San Giacomo;741;5974
2021-04-21;Via San Giacomo;835;5611
2021-04-22;Via San Giacomo;840;5649
2021-04-26;Via San Giacomo;888;5260
2021-04-28;Via San Giacomo;855;6318
2021-04-03;Piazza Scaravilli;74;702
2021-04-12;Piazza Scaravilli;224;1847
2021-04-17;Piazza Scaravilli;265;1857
2021-04-21;Piazza Scaravilli;530;3950
2021-04-22;Piazza Scaravilli;541;4116
2021-04-24;Piazza Scaravilli;364;2187
2021-04-27;Piazza Scaravilli;453;3711
2021-04-30;Piazza Scaravilli;838;4055
2021-04-06;Palazzo Poggi;31;247
2021-04-07;Palazzo Poggi;196;2403
2021-04-12;Palazzo Poggi;360;2835
2021-04-19;Palazzo Poggi;815;5083
2021-04-21;Palazzo Poggi;997;5310
2021-04-26;Palazzo Poggi;846;4779
2021-04-27;Palazzo Poggi;0;0
2021-04-30;Palazzo Poggi;809;4645
2021-04-05;Via Del Guasto;29;519
2021-04-07;Via Del Guasto;69;1431
2021-04-10;Via Del Guasto;79;1307
2021-04-13;Via Del Guasto;156;1867
2021-04-18;Via Del Guasto;116;1444
2021-04-20;Via Del Guasto;375;3633
2021-04-22;Via Del Guasto;586;3488
2021-04-27;Via Del Guasto;302;3021
2021-04-28;Via Del Guasto;519;3644
2021-04-01;Piazza Verdi;563;4140
2021-04-03;Piazza Verdi;228;2445
2021-04-07;Piazza Verdi;391;3702
2021-04-10;Piazza Verdi;344;3732
2021-04-12;Piazza Verdi;547;4728
2021-04-14;Piazza Verdi;667;6108
2021-04-16;Piazza Verdi;1026;6449
2021-04-17;Piazza Verdi;1418;6031
2021-04-19;Piazza Verdi;1547;7398
2021-04-20;Piazza Verdi;1682;7815
2021-04-21;Piazza Verdi;1073;7619
2021-04-23;Piazza Verdi;1258;8322
2021-04-29;Piazza Verdi;1579;8351
2021-04-01;Facoltà Di Giurisprudenza;508;3570
2021-04-08;Facoltà Di Giurisprudenza;388;3625
2021-04-09;Facoltà Di Giurisprudenza;565;3696
2021-04-13;Facoltà Di Giurisprudenza;238;2487
2021-04-19;Facoltà Di Giurisprudenza;904;5856
2021-04-22;Facoltà Di Giurisprudenza;867;6218
2021-04-23;Facoltà Di Giurisprudenza;1181;6546
2021-04-24;Facoltà Di Giurisprudenza;1490;5143
2021-04-25;Facoltà Di Giurisprudenza;1017;3784
2021-04-27;Facoltà Di Giurisprudenza;1047;5883
2021-04-29;Facoltà Di Giurisprudenza;1172;6819
2021-04-10;Piazza Rossini (Palazzo Malvezzi);278;3188
2021-04-13;Piazza Rossini (Palazzo Malvezzi);498;4650
2021-04-17;Piazza Rossini (Palazzo Malvezzi);1184;5540
2021-04-18;Piazza Rossini (Palazzo Malvezzi);659;3459
2021-04-19;Piazza Rossini (Palazzo Malvezzi);938;6872
