date;region;new_visitors;returning_visitors
2020-01-13;Piazza Puntoni (Via Zamboni);956;7572
2020-01-20;Piazza Puntoni (Via Zamboni);1133;7541
2020-01-22;Piazza Puntoni (Via Zamboni);1246;8340
2020-01-23;Piazza Puntoni (Via Zamboni);1150;7956
2020-01-24;Piazza Puntoni (Via Zamboni);1414;8129
2020-01-26;Piazza Puntoni (Via Zamboni);1312;5324
2020-01-28;Piazza Puntoni (Via Zamboni);1135;8338
2020-01-29;Piazza Puntoni (Via Zamboni);1243;8391
2020-01-31;Piazza Puntoni (Via Zamboni);1126;8073
2020-01-03;Via San Giacomo;2255;5014
2020-01-05;Via San Giacomo;2787;5416
2020-01-06;Via San Giacomo;1342;4422
2020-01-08;Via San Giacomo;1452;9614
2020-01-11;Via San Giacomo;2017;9857
2020-01-19;Via San Giacomo;2116;7729
2020-01-23;Via San Giacomo;1738;12001
2020-01-30;Via San Giacomo;1931;11974
2020-01-06;Piazza Scaravilli;0;0
2020-01-07;Piazza Scaravilli;0;0
2020-01-08;Piazza Scaravilli;0;0
2020-01-09;Piazza Scaravilli;0;0
2020-01-11;Piazza Scaravilli;0;0
2020-01-13;Piazza Scaravilli;853;6395
2020-01-14;Piazza Scaravilli;1242;7656
2020-01-15;Piazza Scaravilli;779;7145
2020-01-19;Piazza Scaravilli;990;3554
2020-01-20;Piazza Scaravilli;1078;6717
2020-01-21;Piazza Scaravilli;1296;7294
2020-01-23;Piazza Scaravilli;960;7438
2020-01-26;Piazza Scaravilli;995;4296
2020-01-27;Piazza Scaravilli;424;3336
2020-01-04;Palazzo Poggi;2187;4558
2020-01-05;Palazzo Poggi;2240;4297
2020-01-08;Palazzo Poggi;1000;7176
2020-01-12;Palazzo Poggi;0;0
2020-01-13;Palazzo Poggi;1302;9009
2020-01-15;Palazzo Poggi;992;8706
2020-01-18;Palazzo Poggi;101;996
2020-01-19;Palazzo Poggi;0;0
2020-01-26;Palazzo Poggi;0;0
2020-01-27;Palazzo Poggi;0;0
2020-01-31;Palazzo Poggi;1012;8398
2020-01-03;Via Del Guasto;915;2172
2020-01-06;Via Del Guasto;383;1949
2020-01-12;Via Del Guasto;621;3633
2020-01-17;Via Del Guasto;1021;6063
2020-01-18;Via Del Guasto;905;4480
2020-01-19;Via Del Guasto;918;3891
2020-01-21;Via Del Guasto;1382;6495
2020-01-26;Via Del Guasto;1228;4450
2020-01-01;Piazza Verdi;7656;13661
2020-01-06;Piazza Verdi;2030;7013
2020-01-11;Piazza Verdi;3914;15034
2020-01-12;Piazza Verdi;2813;11097
2020-01-17;Piazza Verdi;2413;14798
2020-01-20;Piazza Verdi;2402;12406
2020-01-23;Piazza Verdi;2734;13993
2020-01-24;Piazza Verdi;3496;15809
2020-01-30;Piazza Verdi;3396;14253
2020-01-31;Piazza Verdi;3503;15511
2020-01-01;Facoltà Di Giurisprudenza;8513;13101
2020-01-03;Facoltà Di Giurisprudenza;4611;7591
2020-01-05;Facoltà Di Giurisprudenza;5848;8637
2020-01-06;Facoltà Di Giurisprudenza;2859;6917
2020-01-09;Facoltà Di Giurisprudenza;1971;10442
2020-01-17;Facoltà Di Giurisprudenza;2801;12606
2020-01-20;Facoltà Di Giurisprudenza;2087;9977
2020-01-22;Facoltà Di Giurisprudenza;2416;11535
2020-01-23;Facoltà Di Giurisprudenza;2763;11566
2020-01-24;Facoltà Di Giurisprudenza;3452;12917
2020-01-25;Facoltà Di Giurisprudenza;5086;13266
2020-01-28;Facoltà Di Giurisprudenza;2822;11587
2020-01-31;Facoltà Di Giurisprudenza;3360;12313
2020-01-01;Piazza Rossini (Palazzo Malvezzi);7013;12503
2020-01-03;Piazza Rossini (Palazzo Malvezzi);3483;7055
2020-01-14;Piazza Rossini (Palazzo Malvezzi);1875;12182
2020-01-18;Piazza Rossini (Palazzo Malvezzi);3430;11645
2020-01-20;Piazza Rossini (Palazzo Malvezzi);1714;10592
2020-01-23;Piazza Rossini (Palazzo Malvezzi);2278;13011
2020-01-24;Piazza Rossini (Palazzo Malvezzi);3081;14138
2020-01-27;Piazza Rossini (Palazzo Malvezzi);2154;12296
2020-01-04;2 Torri (Inizio Portico Via Zamboni);0;0
2020-01-11;2 Torri (Inizio Portico Via Zamboni);0;0
2020-01-12;2 Torri (Inizio Portico Via Zamboni);0;0
2020-01-15;2 Torri (Inizio Portico Via Zamboni);2660;10751
2020-01-19;2 Torri (Inizio Portico Via Zamboni);5331;10953
2020-01-29;2 Torri (Inizio Portico Via Zamboni);2790;11381
2020-02-08;Porta San Donato;4542;22804
2020-02-09;Porta San Donato;3444;17195
2020-02-16;Porta San Donato;3595;16776
2020-02-18;Porta San Donato;3396;23362
2020-02-24;Porta San Donato;2603;15588
2020-02-29;Porta San Donato;2929;17071
2020-02-02;Piazza Puntoni (Via Zamboni);1210;5032
2020-02-05;Piazza Puntoni (Via Zamboni);1174;8375
2020-02-09;Piazza Puntoni (Via Zamboni);1203;4963
2020-02-11;Piazza Puntoni (Via Zamboni);1255;8586
2020-02-15;Piazza Puntoni (Via Zamboni);1415;6184
2020-02-18;Piazza Puntoni (Via Zamboni);1606;9906
2020-02-22;Piazza Puntoni (Via Zamboni);1753;6149
2020-02-24;Piazza Puntoni (Via Zamboni);752;4900
2020-02-26;Piazza Puntoni (Via Zamboni);570;4512
2020-02-03;Via San Giacomo;2223;12935
2020-02-07;Via San Giacomo;2640;13922
2020-02-08;Via San Giacomo;2721;10445
2020-02-09;Via San Giacomo;3147;8462
2020-02-18;Via San Giacomo;3057;17774
2020-02-22;Via San Giacomo;3785;10338
2020-02-23;Via San Giacomo;3467;7999
2020-02-29;Via San Giacomo;1397;6836
2020-02-01;Piazza Scaravilli;0;0
2020-02-02;Piazza Scaravilli;0;0
2020-02-04;Piazza Scaravilli;0;0
2020-02-06;Piazza Scaravilli;0;0
2020-02-10;Piazza Scaravilli;0;0
2020-02-13;Piazza Scaravilli;0;0
2020-02-14;Piazza Scaravilli;0;0
2020-02-19;Piazza Scaravilli;0;0
2020-02-21;Piazza Scaravilli;0;0
2020-02-24;Piazza Scaravilli;0;0
2020-02-27;Piazza Scaravilli;0;0
2020-02-28;Piazza Scaravilli;0;0
2020-02-29;Piazza Scaravilli;0;0
2020-02-02;Palazzo Poggi;0;0
2020-02-05;Palazzo Poggi;2536;11329
2020-02-06;Palazzo Poggi;2411;11099
2020-02-08;Palazzo Poggi;340;2251
2020-02-09;Palazzo Poggi;0;0
2020-02-13;Palazzo Poggi;1820;13033
2020-02-21;Palazzo Poggi;1424;11483
2020-02-25;Palazzo Poggi;788;4983
2020-02-28;Palazzo Poggi;821;4997
2020-02-04;Via Del Guasto;884;8069
2020-02-11;Via Del Guasto;1986;8707
2020-02-12;Via Del Guasto;837;8983
2020-02-15;Via Del Guasto;1344;5040
2020-02-18;Via Del Guasto;1062;9380
2020-02-21;Via Del Guasto;1081;8765
2020-02-02;Piazza Verdi;3411;12575
2020-02-04;Piazza Verdi;2724;15895
2020-02-06;Piazza Verdi;2912;16417
2020-02-11;Piazza Verdi;3161;17550
2020-02-15;Piazza Verdi;4872;15888
2020-02-16;Piazza Verdi;3556;12205
2020-02-22;Piazza Verdi;5678;15844
2020-02-24;Piazza Verdi;1793;9667
2020-02-25;Piazza Verdi;1848;9424
2020-02-26;Piazza Verdi;1513;8573
2020-02-01;Facoltà Di Giurisprudenza;5362;13585
2020-02-02;Facoltà Di Giurisprudenza;3799;10899
2020-02-05;Facoltà Di Giurisprudenza;3356;12939
2020-02-06;Facoltà Di Giurisprudenza;2977;12931
2020-02-08;Facoltà Di Giurisprudenza;5786;14148
2020-02-14;Facoltà Di Giurisprudenza;3944;14729
2020-02-16;Facoltà Di Giurisprudenza;4242;11031
2020-02-28;Facoltà Di Giurisprudenza;1929;9183
2020-02-29;Facoltà Di Giurisprudenza;2704;10194
2020-02-03;Piazza Rossini (Palazzo Malvezzi);2493;13302
2020-02-13;Piazza Rossini (Palazzo Malvezzi);2558;16363
2020-02-14;Piazza Rossini (Palazzo Malvezzi);3714;16159
2020-02-20;Piazza Rossini (Palazzo Malvezzi);3155;18092
2020-02-21;Piazza Rossini (Palazzo Malvezzi);3329;17500
2020-02-23;Piazza Rossini (Palazzo Malvezzi);4228;10713
2020-02-24;Piazza Rossini (Palazzo Malvezzi);1733;8334
2020-02-05;2 Torri (Inizio Portico Via Zamboni);3315;11859
2020-02-07;2 Torri (Inizio Portico Via Zamboni);911;5344
2020-02-15;2 Torri (Inizio Portico Via Zamboni);0;0
2020-02-16;2 Torri (Inizio Portico Via Zamboni);0;0
2020-02-17;2 Torri (Inizio Portico Via Zamboni);0;0
2020-02-18;2 Torri (Inizio Portico Via Zamboni);0;0
2020-02-23;2 Torri (Inizio Portico Via Zamboni);0;0
2020-02-27;2 Torri (Inizio Portico Via Zamboni);0;0
2020-07-17;Porta San Donato;16179;0
2020-07-18;Porta San Donato;12082;3702
2020-07-20;Porta San Donato;8794;5380
2020-07-23;Porta San Donato;7065;7760
2020-07-25;Porta San Donato;7924;7963
2020-07-27;Porta San Donato;5956;8283
2020-07-29;Porta San Donato;5597;8913
2020-07-18;Piazza Puntoni (Via Zamboni);0;-2
2020-07-19;Piazza Puntoni (Via Zamboni);0;-2
2020-07-20;Piazza Puntoni (Via Zamboni);0;-2
2020-07-25;Piazza Puntoni (Via Zamboni);0;-2
2020-07-26;Piazza Puntoni (Via Zamboni);0;-2
2020-07-28;Piazza Puntoni (Via Zamboni);0;-2
2020-07-30;Piazza Puntoni (Via Zamboni);0;-2
2020-07-31;Piazza Puntoni (Via Zamboni);0;-2
2020-07-18;Via San Giacomo;3768;1676
2020-07-19;Via San Giacomo;2596;1813
2020-07-23;Via San Giacomo;2609;3034
2020-07-28;Via San Giacomo;2026;2952
2020-07-30;Via San Giacomo;1593;2937
2020-07-18;Piazza Scaravilli;0;-2
2020-07-20;Piazza Scaravilli;0;-2
2020-07-27;Piazza Scaravilli;0;-2
2020-07-29;Piazza Scaravilli;0;-2
2020-07-19;Palazzo Poggi;0;-2
2020-07-20;Palazzo Poggi;1871;1280
2020-07-23;Palazzo Poggi;615;1055
2020-07-28;Palazzo Poggi;966;1656
2020-07-29;Palazzo Poggi;998;1868
2020-07-19;Via Del Guasto;963;900
2020-07-20;Via Del Guasto;1296;1235
2020-07-24;Via Del Guasto;840;1490
2020-07-26;Via Del Guasto;576;1134
2020-07-29;Via Del Guasto;1110;1614
2020-07-30;Via Del Guasto;749;1317
2020-07-19;Piazza Verdi;4937;2761
2020-07-21;Piazza Verdi;3942;4036
2020-07-22;Piazza Verdi;4443;4391
2020-07-23;Piazza Verdi;4128;4436
2020-07-24;Piazza Verdi;5500;4611
2020-07-26;Piazza Verdi;3143;3646
2020-07-31;Piazza Verdi;2964;4593
2020-07-18;Facoltà Di Giurisprudenza;7209;2096
2020-07-28;Facoltà Di Giurisprudenza;3057;3895
2020-07-29;Facoltà Di Giurisprudenza;3088;4078
2020-07-30;Facoltà Di Giurisprudenza;2574;3886
2020-07-31;Facoltà Di Giurisprudenza;2570;3961
2020-07-20;Piazza Rossini (Palazzo Malvezzi);4804;3154
2020-07-22;Piazza Rossini (Palazzo Malvezzi);3922;3910
2020-07-25;Piazza Rossini (Palazzo Malvezzi);4306;3884
2020-07-27;Piazza Rossini (Palazzo Malvezzi);2477;3750
2020-07-20;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-21;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-22;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-24;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-25;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-26;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-27;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-31;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-02;Porta San Donato;3775;5795
2020-08-03;Porta San Donato;4554;7957
2020-08-04;Porta San Donato;4260;7717
2020-08-05;Porta San Donato;4441;8233
2020-08-09;Porta San Donato;2794;5113
2020-08-11;Porta San Donato;3216;6316
2020-08-12;Porta San Donato;2860;5845
2020-08-15;Porta San Donato;2258;4621
2020-08-16;Porta San Donato;2175;4481
2020-08-17;Porta San Donato;3793;5832
2020-08-19;Porta San Donato;3207;6130
2020-08-22;Porta San Donato;3872;6938
2020-08-24;Porta San Donato;3610;7370
2020-08-26;Porta San Donato;3596;8341
2020-08-31;Porta San Donato;4294;9702
2020-08-01;Piazza Puntoni (Via Zamboni);0;-2
2020-08-02;Piazza Puntoni (Via Zamboni);0;-2
2020-08-04;Piazza Puntoni (Via Zamboni);0;-2
2020-08-08;Piazza Puntoni (Via Zamboni);0;-2
2020-08-09;Piazza Puntoni (Via Zamboni);0;-2
2020-08-14;Piazza Puntoni (Via Zamboni);0;-2
2020-08-19;Piazza Puntoni (Via Zamboni);0;-2
2020-08-27;Piazza Puntoni (Via Zamboni);0;-2
2020-08-28;Piazza Puntoni (Via Zamboni);0;-2
2020-08-29;Piazza Puntoni (Via Zamboni);0;-2
2020-08-09;Via San Giacomo;1057;1470
2020-08-10;Via San Giacomo;966;1562
2020-08-11;Via San Giacomo;1072;1589
2020-08-13;Via San Giacomo;829;1502
2020-08-14;Via San Giacomo;923;1468
2020-08-18;Via San Giacomo;1184;1791
2020-08-22;Via San Giacomo;1434;1760
2020-08-26;Via San Giacomo;1875;2788
2020-08-27;Via San Giacomo;2409;2829
2020-08-29;Via San Giacomo;2005;3127
2020-08-05;Piazza Scaravilli;649;1042
2020-08-06;Piazza Scaravilli;833;1144
2020-08-07;Piazza Scaravilli;498;967
2020-08-20;Piazza Scaravilli;668;789
2020-08-23;Piazza Scaravilli;494;631
2020-08-26;Piazza Scaravilli;941;1210
2020-08-28;Piazza Scaravilli;712;1302
2020-08-06;Palazzo Poggi;758;1381
2020-08-08;Palazzo Poggi;0;-2
2020-08-11;Palazzo Poggi;15;150
2020-08-16;Palazzo Poggi;0;-2
2020-08-22;Palazzo Poggi;0;-2
2020-08-25;Palazzo Poggi;1013;1278
2020-08-29;Palazzo Poggi;0;-2
2020-08-30;Palazzo Poggi;0;-2
2020-08-09;Via Del Guasto;331;609
2020-08-11;Via Del Guasto;264;653
2020-08-12;Via Del Guasto;273;683
2020-08-13;Via Del Guasto;230;582
2020-08-15;Via Del Guasto;251;492
2020-08-16;Via Del Guasto;366;460
2020-08-19;Via Del Guasto;327;683
2020-08-24;Via Del Guasto;518;930
2020-08-25;Via Del Guasto;505;1205
2020-08-29;Via Del Guasto;762;1324
2020-08-01;Piazza Verdi;2906;3852
2020-08-03;Piazza Verdi;2786;3518
2020-08-04;Piazza Verdi;2307;3508
2020-08-05;Piazza Verdi;2461;3693
2020-08-06;Piazza Verdi;2558;3562
2020-08-07;Piazza Verdi;2188;3405
2020-08-08;Piazza Verdi;2419;3125
2020-08-10;Piazza Verdi;1458;2481
2020-08-12;Piazza Verdi;1684;2579
2020-08-13;Piazza Verdi;1310;2386
2020-08-14;Piazza Verdi;1276;2414
2020-08-16;Piazza Verdi;1450;1916
2020-08-17;Piazza Verdi;2517;2277
2020-08-18;Piazza Verdi;2212;2843
2020-08-20;Piazza Verdi;1773;3008
2020-08-26;Piazza Verdi;3253;4266
2020-08-27;Piazza Verdi;3332;4319
2020-08-30;Piazza Verdi;3495;4873
2020-08-06;Facoltà Di Giurisprudenza;3164;3372
2020-08-11;Facoltà Di Giurisprudenza;2229;2613
2020-08-14;Facoltà Di Giurisprudenza;2090;2461
2020-08-15;Facoltà Di Giurisprudenza;1958;2013
2020-08-16;Facoltà Di Giurisprudenza;1955;1862
2020-08-20;Facoltà Di Giurisprudenza;2578;2992
2020-08-26;Facoltà Di Giurisprudenza;2820;3865
2020-08-02;Piazza Rossini (Palazzo Malvezzi);2133;2504
2020-08-07;Piazza Rossini (Palazzo Malvezzi);2101;3218
2020-08-08;Piazza Rossini (Palazzo Malvezzi);2342;2798
2020-08-09;Piazza Rossini (Palazzo Malvezzi);1730;2146
2020-08-11;Piazza Rossini (Palazzo Malvezzi);1679;2386
2020-08-13;Piazza Rossini (Palazzo Malvezzi);1476;2185
2020-08-22;Piazza Rossini (Palazzo Malvezzi);2471;2678
2020-08-24;Piazza Rossini (Palazzo Malvezzi);1661;3118
2020-08-27;Piazza Rossini (Palazzo Malvezzi);2554;3901
2020-08-28;Piazza Rossini (Palazzo Malvezzi);2932;4215
2020-08-11;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-17;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-23;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-30;2 Torri (Inizio Portico Via Zamboni);6813;5432
2020-09-04;Porta San Donato;4760;12297
2020-09-06;Porta San Donato;4855;8990
2020-09-07;Porta San Donato;4217;10811
2020-09-13;Porta San Donato;5268;10507
2020-09-22;Porta San Donato;6569;15896
2020-09-25;Porta San Donato;7245;17652
2020-09-01;Piazza Puntoni (Via Zamboni);0;-2
2020-09-10;Piazza Puntoni (Via Zamboni);0;-2
2020-09-14;Piazza Puntoni (Via Zamboni);0;-2
2020-09-16;Piazza Puntoni (Via Zamboni);0;-2
2020-09-18;Piazza Puntoni (Via Zamboni);0;-2
2020-09-29;Piazza Puntoni (Via Zamboni);0;-2
2020-09-30;Piazza Puntoni (Via Zamboni);0;-2
2020-09-03;Via San Giacomo;2063;4072
2020-09-04;Via San Giacomo;2432;4640
2020-09-13;Via San Giacomo;2327;4244
2020-09-16;Via San Giacomo;2997;5923
2020-09-17;Via San Giacomo;3580;6225
2020-09-19;Via San Giacomo;3548;6010
2020-09-22;Via San Giacomo;4732;7725
2020-09-23;Via San Giacomo;5418;8926
2020-09-24;Via San Giacomo;4187;8656
2020-09-25;Via San Giacomo;4065;8270
2020-09-26;Via San Giacomo;4231;7554
2020-09-29;Via San Giacomo;5010;9776
2020-09-05;Piazza Scaravilli;1111;1823
2020-09-07;Piazza Scaravilli;994;2113
2020-09-08;Piazza Scaravilli;1311;2324
2020-09-12;Piazza Scaravilli;1623;2557
2020-09-13;Piazza Scaravilli;1026;1882
2020-09-16;Piazza Scaravilli;1498;3249
2020-09-17;Piazza Scaravilli;2562;3318
2020-09-19;Piazza Scaravilli;1683;2749
2020-09-22;Piazza Scaravilli;3094;4868
2020-09-25;Piazza Scaravilli;2177;4929
2020-09-26;Piazza Scaravilli;1925;3573
2020-09-29;Piazza Scaravilli;2604;6171
2020-09-01;Palazzo Poggi;1595;2336
2020-09-08;Palazzo Poggi;1689;2880
2020-09-11;Palazzo Poggi;1740;3280
2020-09-19;Palazzo Poggi;0;-2
2020-09-23;Palazzo Poggi;4132;6944
2020-09-26;Palazzo Poggi;787;1746
2020-09-27;Palazzo Poggi;0;-2
2020-09-28;Palazzo Poggi;3261;6740
2020-09-05;Via Del Guasto;952;1963
2020-09-07;Via Del Guasto;1104;1950
2020-09-09;Via Del Guasto;1006;2467
2020-09-13;Via Del Guasto;813;1951
2020-09-15;Via Del Guasto;1414;2993
2020-09-16;Via Del Guasto;1295;3046
2020-09-20;Via Del Guasto;1007;2402
2020-09-26;Via Del Guasto;1846;3819
2020-09-27;Via Del Guasto;1024;2807
2020-09-30;Via Del Guasto;1187;5288
2020-09-04;Piazza Verdi;4403;6941
2020-09-09;Piazza Verdi;4591;7059
2020-09-10;Piazza Verdi;4392;7210
2020-09-11;Piazza Verdi;4549;8599
2020-09-13;Piazza Verdi;4608;7027
2020-09-14;Piazza Verdi;3962;7484
2020-09-15;Piazza Verdi;5143;8139
2020-09-23;Piazza Verdi;6169;11644
2020-09-03;Facoltà Di Giurisprudenza;3495;5280
2020-09-04;Facoltà Di Giurisprudenza;4505;6204
2020-09-06;Facoltà Di Giurisprudenza;5178;5335
2020-09-07;Facoltà Di Giurisprudenza;2522;5117
2020-09-09;Facoltà Di Giurisprudenza;4608;6156
2020-09-11;Facoltà Di Giurisprudenza;4009;7252
2020-09-14;Facoltà Di Giurisprudenza;3498;6479
2020-09-18;Facoltà Di Giurisprudenza;4180;7985
2020-09-19;Facoltà Di Giurisprudenza;6764;8988
2020-09-24;Facoltà Di Giurisprudenza;4513;9427
2020-09-02;Piazza Rossini (Palazzo Malvezzi);2022;4836
2020-09-09;Piazza Rossini (Palazzo Malvezzi);3663;6374
2020-09-11;Piazza Rossini (Palazzo Malvezzi);3616;7621
2020-09-13;Piazza Rossini (Palazzo Malvezzi);4407;6236
2020-09-16;Piazza Rossini (Palazzo Malvezzi);3167;7487
2020-09-20;Piazza Rossini (Palazzo Malvezzi);5553;7306
2020-09-24;Piazza Rossini (Palazzo Malvezzi);4190;10357
2020-09-28;Piazza Rossini (Palazzo Malvezzi);3611;9887
2020-09-02;2 Torri (Inizio Portico Via Zamboni);2855;5825
2020-09-05;2 Torri (Inizio Portico Via Zamboni);7959;6943
2020-09-07;2 Torri (Inizio Portico Via Zamboni);3556;5794
2020-09-13;2 Torri (Inizio Portico Via Zamboni);5937;6982
2020-09-16;2 Torri (Inizio Portico Via Zamboni);4820;7945
2020-09-21;2 Torri (Inizio Portico Via Zamboni);3853;6986
2020-09-22;2 Torri (Inizio Portico Via Zamboni);5990;8502
2020-09-27;2 Torri (Inizio Portico Via Zamboni);7051;7971
2020-09-30;2 Torri (Inizio Portico Via Zamboni);4360;9563
2020-10-02;Porta San Donato;7032;18784
2020-10-03;Porta San Donato;7680;18347
2020-10-05;Porta San Donato;5900;16965
2020-10-08;Porta San Donato;5401;18602
2020-10-12;Porta San Donato;4921;15981
2020-10-16;Porta San Donato;6292;17832
2020-10-19;Porta San Donato;4556;16366
2020-10-21;Porta San Donato;4463;16914
2020-10-24;Porta San Donato;6157;16093
2020-10-26;Porta San Donato;4546;14146
2020-10-28;Porta San Donato;3779;14147
2020-10-29;Porta San Donato;4379;14074
2020-10-30;Porta San Donato;4821;14486
2020-10-31;Porta San Donato;5035;13987
2020-10-01;Piazza Puntoni (Via Zamboni);0;-2
2020-10-04;Piazza Puntoni (Via Zamboni);0;-2
2020-10-05;Piazza Puntoni (Via Zamboni);0;-2
2020-10-07;Piazza Puntoni (Via Zamboni);0;0
2020-10-09;Piazza Puntoni (Via Zamboni);0;0
2020-10-13;Piazza Puntoni (Via Zamboni);0;0
2020-10-14;Piazza Puntoni (Via Zamboni);0;0
2020-10-15;Piazza Puntoni (Via Zamboni);0;0
2020-10-16;Piazza Puntoni (Via Zamboni);0;0
2020-10-17;Piazza Puntoni (Via Zamboni);0;0
2020-10-18;Piazza Puntoni (Via Zamboni);0;0
2020-10-20;Piazza Puntoni (Via Zamboni);0;0
2020-10-21;Piazza Puntoni (Via Zamboni);0;0
2020-10-27;Piazza Puntoni (Via Zamboni);0;0
2020-10-01;Via San Giacomo;4319;9927
2020-10-06;Via San Giacomo;3732;10227
2020-10-07;Via San Giacomo;3888;10961
2020-10-09;Via San Giacomo;4320;10840
2020-10-11;Via San Giacomo;2261;4993
2020-10-13;Via San Giacomo;3246;10144
2020-10-15;Via San Giacomo;2158;8843
2020-10-16;Via San Giacomo;3834;9269
2020-10-19;Via San Giacomo;2373;8399
2020-10-22;Via San Giacomo;3273;9115
2020-10-25;Via San Giacomo;3595;6112
2020-10-26;Via San Giacomo;5049;7319
2020-10-27;Via San Giacomo;2336;7197
2020-10-31;Via San Giacomo;3121;5398
2020-10-02;Piazza Scaravilli;1823;5638
2020-10-05;Piazza Scaravilli;2639;6125
2020-10-06;Piazza Scaravilli;2254;6786
2020-10-11;Piazza Scaravilli;1017;2291
2020-10-19;Piazza Scaravilli;1553;5521
2020-10-20;Piazza Scaravilli;1453;6355
2020-10-30;Piazza Scaravilli;2213;4246
2020-10-01;Palazzo Poggi;3432;8015
2020-10-05;Palazzo Poggi;3610;7802
2020-10-08;Palazzo Poggi;3592;9097
2020-10-09;Palazzo Poggi;3114;7666
2020-10-10;Palazzo Poggi;435;910
2020-10-12;Palazzo Poggi;2264;7045
2020-10-15;Palazzo Poggi;1915;7444
2020-10-21;Palazzo Poggi;0;101
2020-10-26;Palazzo Poggi;2690;6028
2020-10-28;Palazzo Poggi;1426;6510
2020-10-29;Palazzo Poggi;1834;6058
2020-10-31;Palazzo Poggi;88;445
2020-10-02;Via Del Guasto;1647;4967
2020-10-03;Via Del Guasto;1799;4189
2020-10-06;Via Del Guasto;2632;5563
2020-10-07;Via Del Guasto;1253;5567
2020-10-09;Via Del Guasto;1721;5493
2020-10-15;Via Del Guasto;1081;4663
2020-10-16;Via Del Guasto;1134;4752
2020-10-17;Via Del Guasto;1690;4208
2020-10-19;Via Del Guasto;933;4532
2020-10-20;Via Del Guasto;1070;5012
2020-10-22;Via Del Guasto;1104;4842
2020-10-23;Via Del Guasto;1875;4604
2020-10-30;Via Del Guasto;1216;3926
2020-10-31;Via Del Guasto;829;2946
2020-10-01;Piazza Verdi;5538;12537
2020-10-03;Piazza Verdi;11269;13048
2020-10-04;Piazza Verdi;7862;11005
2020-10-09;Piazza Verdi;6690;14572
2020-10-11;Piazza Verdi;4413;8260
2020-10-14;Piazza Verdi;3581;10068
2020-10-16;Piazza Verdi;4417;11642
2020-10-17;Piazza Verdi;6479;12651
2020-10-20;Piazza Verdi;3396;11215
2020-10-21;Piazza Verdi;3987;11215
2020-10-25;Piazza Verdi;4800;9245
2020-10-08;Facoltà Di Giurisprudenza;4380;10542
2020-10-09;Facoltà Di Giurisprudenza;6429;11260
2020-10-10;Facoltà Di Giurisprudenza;8864;12212
2020-10-13;Facoltà Di Giurisprudenza;4445;9282
2020-10-18;Facoltà Di Giurisprudenza;5307;7563
2020-10-24;Facoltà Di Giurisprudenza;4980;8685
2020-10-27;Facoltà Di Giurisprudenza;2518;6600
2020-10-29;Facoltà Di Giurisprudenza;2068;6743
2020-10-05;Piazza Rossini (Palazzo Malvezzi);4381;10330
2020-10-10;Piazza Rossini (Palazzo Malvezzi);8102;13087
2020-10-12;Piazza Rossini (Palazzo Malvezzi);3401;9131
2020-10-16;Piazza Rossini (Palazzo Malvezzi);3817;10341
2020-10-21;Piazza Rossini (Palazzo Malvezzi);2616;10154
2020-10-03;2 Torri (Inizio Portico Via Zamboni);9579;10754
2020-10-06;2 Torri (Inizio Portico Via Zamboni);4165;8931
2020-10-08;2 Torri (Inizio Portico Via Zamboni);4324;9588
2020-10-11;2 Torri (Inizio Portico Via Zamboni);4269;6377
2020-10-15;2 Torri (Inizio Portico Via Zamboni);4503;8116
2020-10-17;2 Torri (Inizio Portico Via Zamboni);8899;10097
2020-10-22;2 Torri (Inizio Portico Via Zamboni);3147;8442
2020-10-24;2 Torri (Inizio Portico Via Zamboni);6316;8468
2020-10-26;2 Torri (Inizio Portico Via Zamboni);2381;6727
2020-10-29;2 Torri (Inizio Portico Via Zamboni);2404;6864
2020-10-30;2 Torri (Inizio Portico Via Zamboni);2624;7100
2020-11-05;Porta San Donato;4079;13204
2020-11-07;Porta San Donato;3786;12014
2020-11-09;Porta San Donato;3598;12093
2020-11-11;Porta San Donato;3519;12175
2020-11-13;Porta San Donato;3898;12823
2020-11-19;Porta San Donato;2885;11621
2020-11-20;Porta San Donato;3128;11722
2020-11-21;Porta San Donato;2664;10203
2020-11-23;Porta San Donato;3780;11789
2020-11-25;Porta San Donato;4636;12512
2020-11-26;Porta San Donato;2374;9285
2020-11-28;Porta San Donato;3355;10740
2020-11-29;Porta San Donato;1623;5564
2020-11-30;Porta San Donato;3926;12221
2020-11-02;Piazza Puntoni (Via Zamboni);0;0
2020-11-07;Piazza Puntoni (Via Zamboni);0;0
2020-11-15;Piazza Puntoni (Via Zamboni);0;0
2020-11-16;Piazza Puntoni (Via Zamboni);0;0
2020-11-20;Piazza Puntoni (Via Zamboni);0;0
2020-11-25;Piazza Puntoni (Via Zamboni);0;0
